grid_id,grid_row,grid_col,lon_center,lat_center,p_s2_mean,p_s2_median,p_s2_std,p_s2_valid_ratio,p_viirs_mean,p_viirs_median,p_viirs_std,p_viirs_valid_ratio,viirs_loss_rate_mean,viirs_loss_rate_median,p_fused,fusion_source,disagreement,uncertainty,evidence_type,p_s2_low_quality,p_viirs_low_quality
390,8,21,37.554070615617576,47.086131562603626,0.01400163397192955,0.0,0.02900267392396927,1.0,0.7118834853172302,0.7118834853172302,0.0,0.25,0.9425634741783142,0.9425634741783142,0.15776324642180323,both,0.6978818513453007,0.6010172959417104,s2_low_viirs_high,False,False
391,8,22,37.56065585740839,47.08621452296198,0.02191801182925701,0.0,0.03858023136854172,0.8848,,,,0.0,,,0.02191801182925701,s2_only,,0.16727999999999998,single_source,False,True
392,8,23,37.56724112844505,47.086297104817035,0.029972657561302185,0.002705149818211794,0.04612419381737709,0.7776,0.6797409057617188,0.6797409057617188,0.0,0.25,0.8923644423484802,0.8923644423484802,0.20387832369925737,both,0.6497682482004166,0.6006977737402915,s2_low_viirs_high,False,False
393,8,24,37.573826428593975,47.086379308164496,0.08580080419778824,0.04408625140786171,0.09704209119081497,0.2096,0.6269429326057434,0.6269429326057434,0.0,0.25,0.813721239566803,0.813721239566803,0.28425586272100506,both,0.5411421284079552,0.6098594898855686,s2_low_viirs_high,False,False
394,8,25,37.5804117577216,47.086461133000135,,,,0.0,0.6677115559577942,0.6677115559577942,0.0,0.25,0.872763991355896,0.872763991355896,0.6677115559577942,viirs_only,,0.2625,single_source,True,False
395,8,26,37.58699711569433,47.08654257931972,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
396,8,27,37.59358250237858,47.08662364711903,0.0657915249466896,0.007300183176994324,0.11122581362724304,0.1008,,,,0.0,,,0.0657915249466896,s2_only,,0.28487999999999997,single_source,True,True
397,8,28,37.60016791764075,47.08670433639388,0.05593116581439972,0.01263408362865448,0.07427878677845001,0.24,,,,0.0,,,0.05593116581439972,s2_only,,0.264,single_source,False,True
398,8,29,37.606753361347266,47.0867846471401,0.0,0.0,0.0,0.0496,0.5794582366943359,0.5794582366943359,0.0,0.25,0.7457881569862366,0.7457881569862366,0.03580857393638604,both,0.5794582366943359,0.6606807656860352,s2_low_viirs_high,True,False
399,8,30,37.613338833364516,47.086864579353524,0.004315540194511414,0.0,0.029611200094223022,0.5712,0.5083446502685547,0.5083446502685547,0.0,0.25,0.6526748538017273,0.6526748538017273,0.06274284768424075,both,0.5040291100740433,0.5296403770518303,s2_low_viirs_high,False,False
400,8,31,37.619924333558906,47.08694413303004,0.005728071089833975,0.0,0.028687380254268646,0.136,,,,0.0,,,0.005728071089833975,s2_only,,0.27959999999999996,single_source,True,True
401,8,32,37.62650986179681,47.08702330816552,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
402,8,33,37.63309541794464,47.087102104755886,,,,0.0,0.5825467705726624,0.5825467705726624,0.0,0.25,0.7499216198921204,0.7499216198921204,0.5825467705726624,viirs_only,,0.2625,single_source,True,False
403,8,34,37.63968100186877,47.08718052279705,,,,0.0,0.5674601793289185,0.5674601793289185,0.0,0.25,0.7292947173118591,0.7292947173118591,0.5674601793289185,viirs_only,,0.2625,single_source,True,False
404,8,35,37.64626661343559,47.08725856228496,,,,0.0,0.5544722676277161,0.5544722676277161,0.0,0.25,0.7125607132911682,0.7125607132911682,0.5544722676277161,viirs_only,,0.2625,single_source,True,False
405,8,36,37.65285225251148,47.08733622321558,0.0017649406800046563,0.0,0.004634834825992584,0.0208,0.562018632888794,0.562018632888794,0.0,0.25,0.7230752110481262,0.7230752110481262,0.045466084105203315,both,0.5602536922087893,0.6515575845461525,s2_low_viirs_high,True,False
406,8,37,37.65943791896281,47.08741350558489,0.058305807411670685,0.019706375896930695,0.07329852879047394,0.3136,0.6409279704093933,0.6409279704093933,0.0,0.25,0.8347862362861633,0.8347862362861633,0.24949781472844107,both,0.5826221629977226,0.6232955140984058,s2_low_viirs_high,False,False
407,8,38,37.666023612655955,47.08749040938891,0.06527890264987946,0.026760965585708618,0.0803242102265358,0.6592,0.6005451679229736,0.6005451679229736,0.0,0.25,0.7779629230499268,0.7779629230499268,0.2447297545352484,both,0.5352662652730942,0.5383063856911658,s2_low_viirs_high,False,False
408,8,39,37.672609333457295,47.08756693462366,0.058469243347644806,0.030509378761053085,0.06891539692878723,0.5952,0.5296196341514587,0.5296196341514587,0.0,0.25,0.6783074736595154,0.6783074736595154,0.20912721653249475,both,0.47115039080381393,0.5030252735626698,s2_low_viirs_high,False,False
409,8,40,37.67919508123319,47.08764308128517,0.03332358971238136,0.0,0.05613419786095619,0.304,0.45267894864082336,0.45267894864082336,0.0,0.25,0.5688520669937134,0.5688520669937134,0.14446060071890038,both,0.419355358928442,0.5104487512499094,both_low,False,False
410,8,41,37.68578085584999,47.087718849369516,0.07477357983589172,0.060849178582429886,0.07377710938453674,0.1264,0.4723059833049774,0.4723059833049774,0.0,0.25,0.5968414545059204,0.5968414545059204,0.21194656366486223,both,0.3975324034690857,0.52181268242836,both_low,True,False
411,8,42,37.69236665717406,47.08779423887278,,,,0.0,0.5068920254707336,0.5068920254707336,0.0,0.25,0.6468669772148132,0.6468669772148132,0.5068920254707336,viirs_only,,0.2625,single_source,True,False
412,8,43,37.69895248507178,47.08786924979105,,,,0.0,0.5735554695129395,0.5735554695129395,0.0,0.25,0.7382130026817322,0.7382130026817322,0.5735554695129395,viirs_only,,0.2625,single_source,True,False
413,8,44,37.705538339409465,47.08794388212046,0.03372136130928993,0.0,0.05769805237650871,0.1792,0.5818294882774353,0.5818294882774353,0.0,0.25,0.7500442266464233,0.7500442266464233,0.18056617861027824,both,0.5481081269681454,0.6192956888777017,s2_low_viirs_high,True,False
414,8,45,37.71212422005348,47.08801813585714,0.0027041302528232336,0.0,0.010371875017881393,0.9264,0.5093402862548828,0.5093402862548828,0.0,0.25,0.6500653624534607,0.6500653624534607,0.050380803763637336,both,0.5066361560020596,0.47818530920144164,s2_low_viirs_high,False,False
415,8,46,37.71871012687018,47.088092010997265,0.0009110183455049992,0.0,0.004850353114306927,0.68,0.509477972984314,0.509477972984314,0.0,0.5,0.6501143574714661,0.6501143574714661,0.031236925493941657,both,0.508566954638809,0.47899686824716625,s2_low_viirs_high,False,False
416,9,1,37.42223929656294,47.08889048195059,0.310281902551651,0.3304117023944855,0.09458225965499878,0.8368,0.5649860501289368,0.5649860501289368,0.0,0.25,0.7241499423980713,0.7241499423980713,0.4332288772575659,both,0.25470414757728577,0.3152729033041,s2_low_viirs_high,False,False
417,9,2,37.42882447923639,47.088981025604944,0.33231112360954285,0.3286145031452179,0.10233454406261444,1.0,0.3529779314994812,0.3529779314994812,0.0,0.25,0.29465436935424805,0.29465436935424805,0.34256989072659916,both,0.020666807889938354,0.12696676552295683,both_low,False,False
418,9,3,37.435409693836064,47.089071190786356,0.5936304926872253,0.6101220846176147,0.2267121821641922,1.0,0.18590408563613892,0.18590408563613892,0.0,0.25,0.016222979873418808,0.016222979873418808,0.36611349105603913,both,0.4077264070510864,0.3979084849357605,s2_high_viirs_low,False,False
419,9,4,37.44199494022845,47.08916097749015,0.38750579953193665,0.32705268263816833,0.20277446508407593,1.0,0.2736099064350128,0.2736099064350128,0.0,0.25,0.28266358375549316,0.28266358375549316,0.3280327336133413,both,0.11389589309692383,0.19222712516784668,both_low,False,False
420,9,5,37.44858021827998,47.0892503857117,0.2552637755870819,0.2642562985420227,0.10743623226881027,1.0,0.5240758657455444,0.5240758657455444,0.0,0.25,0.66292405128479,0.66292405128479,0.38055874001274625,both,0.2688120901584625,0.30066846311092377,s2_low_viirs_high,False,False
421,9,6,37.455165527857126,47.08933941544638,0.1685151606798172,0.15536510944366455,0.12307138741016388,1.0,0.49713224172592163,0.49713224172592163,0.0,0.25,0.6208980083465576,0.6208980083465576,0.3092070011446363,both,0.32861708104610443,0.3425319567322731,both_low,False,False
422,9,7,37.461750868826336,47.08942806668958,0.10808423161506653,0.079923614859581,0.09200241416692734,1.0,0.2978535592556,0.2978535592556,0.0,0.25,0.3440919816493988,0.3440919816493988,0.18482393625691942,both,0.18976932764053345,0.24533852934837339,both_low,False,False
423,9,8,37.46833624105405,47.08951633943671,0.11691448092460632,0.06029142811894417,0.14098840951919556,1.0,0.5187950730323792,0.5187950730323792,0.0,0.25,0.6593235731124878,0.6593235731124878,0.27420695328199174,both,0.4018805921077728,0.39381641447544097,s2_low_viirs_high,False,False
424,9,9,37.47492164440671,47.08960423368324,0.2802712917327881,0.3634665012359619,0.1689181625843048,1.0,0.577013373374939,0.577013373374939,0.0,0.25,0.7421467900276184,0.7421467900276184,0.42157877442217184,both,0.2967420816421509,0.3202194571495056,s2_low_viirs_high,False,False
425,9,10,37.48150707875076,47.089691749424595,0.031016409397125244,0.0,0.08605651557445526,1.0,0.6038675904273987,0.6038675904273987,0.0,0.25,0.7796103358268738,0.7796103358268738,0.180929542119601,both,0.5728511810302734,0.5134958267211913,s2_low_viirs_high,False,False
426,9,11,37.488092543952625,47.08977888665626,0.08604395389556885,0.020481478422880173,0.11760500073432922,1.0,0.6622468829154968,0.6622468829154968,0.0,0.25,0.8656537532806396,0.8656537532806396,0.30052470668311254,both,0.576202929019928,0.5158420503139496,s2_low_viirs_high,False,False
427,9,12,37.49467803987873,47.08986564537373,0.02417004480957985,0.0,0.046102769672870636,1.0,0.6983807682991028,0.6983807682991028,0.0,0.25,0.921012282371521,0.921012282371521,0.19320970643786736,both,0.6742107234895229,0.584447506442666,s2_low_viirs_high,False,False
428,9,13,37.501263566395515,47.089952025572515,0.013141215778887272,0.0,0.02615024335682392,0.9856,0.7254963517189026,0.7254963517189026,0.0,0.25,0.9652606248855591,0.9652606248855591,0.15796594809130404,both,0.7123551359400153,0.6133085951580106,s2_low_viirs_high,False,False
429,9,14,37.50784912336939,47.09003802724814,0.028283702209591866,0.0028089401312172413,0.043850481510162354,0.4864,0.7126359343528748,0.7126359343528748,0.0,0.25,0.9440110921859741,0.9440110921859741,0.21177174388814504,both,0.6843522321432829,0.668586562500298,s2_low_viirs_high,False,False
430,9,15,37.51443471066678,47.090123650396194,0.02364702709019184,0.0,0.03722870722413063,0.7792,0.7092320322990417,0.7092320322990417,0.0,0.25,0.9383662343025208,0.9383662343025208,0.19553079373042204,both,0.6855850052088499,0.6255295036461949,s2_low_viirs_high,False,False
431,9,16,37.521020328154094,47.090208895012225,0.015980295836925507,0.0,0.031097443774342537,1.0,0.7275494933128357,0.7275494933128357,0.0,0.25,0.9687206149101257,0.9687206149101257,0.17235440231220597,both,0.7115691974759102,0.6105984382331371,s2_low_viirs_high,False,False
432,9,17,37.527605975697746,47.09029376109182,0.02566651999950409,0.0,0.05319727212190628,1.0,0.7213622331619263,0.7213622331619263,0.0,0.25,0.958258330821991,0.958258330821991,0.20707153399521677,both,0.6956957131624222,0.5994869992136955,s2_low_viirs_high,False,False
433,9,18,37.53419165316413,47.09037824863061,0.02224745973944664,0.0,0.045253898948431015,1.0,0.7209926247596741,0.7209926247596741,0.0,0.25,0.9576281905174255,0.9576281905174255,0.19516074164360675,both,0.6987451650202274,0.6016216155141592,s2_low_viirs_high,False,False
434,9,19,37.54077736041967,47.090462357624205,0.025509580969810486,0.0010708719491958618,0.04676225781440735,0.9728,0.7233455777168274,0.7233455777168274,0.0,0.25,0.9615896940231323,0.9615896940231323,0.20736680598234872,both,0.6978359967470169,0.6050651977229118,s2_low_viirs_high,False,False
435,9,20,37.54736309733074,47.09054608806827,0.023695316165685654,0.0,0.043599650263786316,0.9984,0.7182893753051758,0.7182893753051758,0.0,0.25,0.9531428813934326,0.9531428813934326,0.19920786262034054,both,0.6945940591394901,0.598955841397643,s2_low_viirs_high,False,False
436,9,21,37.55394886376375,47.09062943995848,0.027543500065803528,0.005318100564181805,0.04170772805809975,1.0,0.7257697582244873,0.7257697582244873,0.0,0.25,0.9658768773078918,0.9658768773078918,0.2149407140601933,both,0.6982262581586838,0.6012583807110786,s2_low_viirs_high,False,False
437,9,22,37.56053465958509,47.09071241329052,0.01875927671790123,0.0,0.03417903557419777,1.0,0.7316833734512329,0.7316833734512329,0.0,0.25,0.9758014678955078,0.9758014678955078,0.1858848168661022,both,0.7129240967333317,0.6115468677133321,s2_low_viirs_high,False,False
438,9,23,37.56712048466114,47.0907950080601,0.029112370684742928,0.0009447592310607433,0.05149460583925247,0.9072,0.7148851752281189,0.7148851752281189,0.0,0.25,0.9476532340049744,0.9476532340049744,0.21519194081487192,both,0.685772804543376,0.6064609631803631,s2_low_viirs_high,False,False
439,9,24,37.57370633885828,47.09087722426294,0.051349133253097534,0.005924047902226448,0.08471156656742096,0.1952,0.6917097568511963,0.6917097568511963,0.0,0.25,0.9100723266601562,0.9100723266601562,0.258432047556459,both,0.6403606235980988,0.6814724365186691,s2_low_viirs_high,True,False
440,9,25,37.58029222204291,47.09095906189478,0.0,0.0,0.0,0.0016,0.6786039471626282,0.6786039471626282,0.0,0.25,0.889505922794342,0.889505922794342,0.04395260302611136,both,0.6786039471626282,0.7372827630138397,s2_low_viirs_high,True,False
441,9,26,37.58687813408138,47.09104052095144,0.004766392987221479,0.0,0.00708821089938283,0.008,0.6777496933937073,0.6777496933937073,0.0,0.25,0.8883326649665833,0.8883326649665833,0.09120837503401404,both,0.6729833004064858,0.73238831028454,s2_low_viirs_high,True,False
442,9,27,37.593464074840085,47.09112160142865,0.02037365362048149,0.0,0.047247882932424545,0.56,0.7060589790344238,0.7060589790344238,0.0,0.25,0.933176577091217,0.933176577091217,0.1826785372429182,both,0.6856853254139423,0.6584797277897596,s2_low_viirs_high,False,False
443,9,28,37.600050044185366,47.09120230332225,0.029793739318847656,0.0,0.05386001244187355,0.96,,,,0.0,,,0.029793739318847656,s2_only,,0.156,single_source,False,True
444,9,29,37.60663604198362,47.09128262662806,0.005851294845342636,0.0,0.028512276709079742,0.8864,,,,0.0,,,0.005851294845342636,s2_only,,0.16704,single_source,False,True
445,9,30,37.61322206810119,47.09136257134191,0.0006804174627177417,0.0,0.0040799351409077644,0.9968,0.7314102053642273,0.7314102053642273,0.0,0.25,0.9754357933998108,0.9754357933998108,0.04961929839372462,both,0.7307297879015096,0.6244908515310567,s2_low_viirs_high,False,False
446,9,31,37.61980812240443,47.091442137459694,0.00371374050155282,0.0,0.022832047194242477,0.9024,,,,0.0,,,0.00371374050155282,s2_only,,0.16463999999999998,single_source,False,True
447,9,32,37.62639420475969,47.091521324977286,0.005391343496739864,0.0,0.019411509856581688,0.24,,,,0.0,,,0.005391343496739864,s2_only,,0.264,single_source,False,True
448,9,33,37.632980315033336,47.09160013389058,,,,0.0,0.598530113697052,0.598530113697052,0.0,0.25,0.7740192413330078,0.7740192413330078,0.598530113697052,viirs_only,,0.2625,single_source,True,False
