grid_id,grid_row,grid_col,lon_center,lat_center,p_s2_mean,p_s2_median,p_s2_std,p_s2_valid_ratio,p_viirs_mean,p_viirs_median,p_viirs_std,p_viirs_valid_ratio,viirs_loss_rate_mean,viirs_loss_rate_median,p_fused,fusion_source,disagreement,uncertainty,evidence_type,p_s2_low_quality,p_viirs_low_quality
11,0,11,37.48923706395949,47.04929905013965,0.00745336152613163,0.0,0.020747395232319832,0.32,,,,0.0,,,0.00745336152613163,s2_only,,0.252,single_source,False,True
12,0,12,37.4958175792326,47.0493856868525,0.005115902051329613,0.0,0.014553014189004898,0.2912,,,,0.0,,,0.005115902051329613,s2_only,,0.25632,single_source,False,True
13,0,13,37.502398125013094,47.04947194557856,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
14,0,14,37.508978701167756,47.04955782631339,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
15,0,15,37.51555930756338,47.04964332905254,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
16,0,16,37.52213994406672,47.049728453791616,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
17,0,17,37.528720610544575,47.04981320052621,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
18,0,18,37.535301306863694,47.04989756925195,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
19,0,19,37.541882032890854,47.049981559964465,,,,0.0,0.6450545191764832,0.6450545191764832,0.0,0.5,0.8391839861869812,0.8391839861869812,0.6450545191764832,viirs_only,,0.22499999999999998,single_source,True,False
20,0,20,37.54846278849281,47.050065172659416,,,,0.0,0.5422585010528564,0.5422585010528564,0.0,0.5,0.69588702917099,0.69588702917099,0.5422585010528564,viirs_only,,0.22499999999999998,single_source,True,False
21,0,21,37.555043573536324,47.050148407332514,,,,0.0,0.3825993239879608,0.3825993239879608,0.0,0.5,0.47021085023880005,0.47021085023880005,0.3825993239879608,viirs_only,,0.22499999999999998,single_source,True,False
22,0,22,37.561624387888145,47.05023126397945,,,,0.0,0.25386765599250793,0.25386765599250793,0.0,0.5,0.27143850922584534,0.27143850922584534,0.25386765599250793,viirs_only,,0.22499999999999998,single_source,True,False
23,0,23,37.568205231415035,47.05031374259592,,,,0.0,0.317108690738678,0.317108690738678,0.0,0.5,0.37716639041900635,0.37716639041900635,0.317108690738678,viirs_only,,0.22499999999999998,single_source,True,False
24,0,24,37.57478610398372,47.05039584317768,,,,0.0,0.33428895473480225,0.33428895473480225,0.0,0.5,0.4039742946624756,0.4039742946624756,0.33428895473480225,viirs_only,,0.22499999999999998,single_source,True,False
25,0,25,37.58136700546096,47.050477565720506,,,,0.0,0.27214014530181885,0.27214014530181885,0.0,0.5,0.30398404598236084,0.30398404598236084,0.27214014530181885,viirs_only,,0.22499999999999998,single_source,True,False
26,0,26,37.58794793571349,47.050558910220154,,,,0.0,0.16882888972759247,0.16882888972759247,0.0,0.5,0.0699848011136055,0.0699848011136055,0.16882888972759247,viirs_only,,0.22499999999999998,single_source,True,False
27,0,27,37.59452889460805,47.050639876672435,,,,0.0,0.20994873344898224,0.20994873344898224,0.0,0.5,0.18544328212738037,0.18544328212738037,0.20994873344898224,viirs_only,,0.22499999999999998,single_source,True,False
28,0,28,37.60110988201135,47.050720465073155,,,,0.0,0.11565462499856949,0.11565462499856949,0.0,0.5,-0.07642704993486404,-0.07642704993486404,0.11565462499856949,viirs_only,,0.22499999999999998,single_source,True,False
29,0,29,37.60769089779014,47.050800675418174,,,,0.0,0.16593842208385468,0.16593842208385468,0.0,0.5,0.05734432861208916,0.05734432861208916,0.16593842208385468,viirs_only,,0.22499999999999998,single_source,True,False
30,0,30,37.61427194181114,47.05088050770333,,,,0.0,0.2420712262392044,0.2420712262392044,0.0,0.5,0.2471480518579483,0.2471480518579483,0.2420712262392044,viirs_only,,0.22499999999999998,single_source,True,False
31,0,31,37.620853013941066,47.050959961924505,,,,0.0,0.3435685932636261,0.3435685932636261,0.0,0.5,0.39558205008506775,0.39558205008506775,0.3435685932636261,viirs_only,,0.22499999999999998,single_source,True,False
32,0,32,37.627434114046636,47.05103903807758,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
33,0,33,37.63401524199457,47.05111773615851,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True
34,0,34,37.64059639765157,47.0511960561632,,,,0.0,0.14942748844623566,0.14942748844623566,0.0,0.5,0.039692606776952744,0.039692606776952744,0.14942748844623566,viirs_only,,0.22499999999999998,single_source,True,False
35,0,35,37.64717758088435,47.05127399808761,,,,0.0,0.219068706035614,0.219068706035614,0.0,0.5,0.20714059472084045,0.20714059472084045,0.219068706035614,viirs_only,,0.22499999999999998,single_source,True,False
36,0,36,37.6537587915596,47.05135156192771,,,,0.0,0.18639345467090607,0.18639345467090607,0.0,0.5,0.13629280030727386,0.13629280030727386,0.18639345467090607,viirs_only,,0.22499999999999998,single_source,True,False
37,0,37,37.66034002954403,47.05142874767951,,,,0.0,0.2740653157234192,0.2740653157234192,0.0,0.5,0.29005396366119385,0.29005396366119385,0.2740653157234192,viirs_only,,0.22499999999999998,single_source,True,False
38,0,38,37.666921294704345,47.05150555533901,,,,0.0,0.4283473789691925,0.4283473789691925,0.0,0.5,0.5397893190383911,0.5397893190383911,0.4283473789691925,viirs_only,,0.22499999999999998,single_source,True,False
39,0,39,37.67350258690721,47.05158198490225,,,,0.0,0.38417425751686096,0.38417425751686096,0.0,0.5,0.4727858603000641,0.4727858603000641,0.38417425751686096,viirs_only,,0.22499999999999998,single_source,True,False
40,0,40,37.68008390601934,47.05165803636527,,,,0.0,0.24323175847530365,0.24323175847530365,0.0,0.5,0.2130267471075058,0.2130267471075058,0.24323175847530365,viirs_only,,0.22499999999999998,single_source,True,False
41,0,41,37.68666525190741,47.05173370972415,,,,0.0,0.06855635344982147,0.06855635344982147,0.0,0.5,-0.2522258162498474,-0.2522258162498474,0.06855635344982147,viirs_only,,0.22499999999999998,single_source,True,False
42,0,42,37.693246624438096,47.051809004974984,,,,0.0,0.1232215091586113,0.1232215091586113,0.0,0.5,-0.06206267327070236,-0.06206267327070236,0.1232215091586113,viirs_only,,0.22499999999999998,single_source,True,False
