grid_id,posterior_mean,posterior_median,posterior_sd,ci_2_5,ci_97_5,ci_width,r_hat,theta_mean,theta_sd,grid_row,grid_col,lon_center,lat_center,p_s2_mean,p_s2_std,p_s2_valid_ratio,p_viirs_mean,p_viirs_std,p_viirs_valid_ratio,p_fused,evidence_type,fusion_source
753,0.15635125525380233,0.15570131237096288,0.011808774417366176,0.13401691618820138,0.18259459138678052,0.04857767519857914,1.0008322143217647,-1.6883215795429498,0.08846197969287131,16,16,37.52014783296171,47.12169346977999,0.0395754761993885,0.0677831321954727,1.0,0.7039814591407776,0.0,0.25,0.238409737950187,s2_low_viirs_high,both
754,0.1560900813737368,0.15544959488601512,0.011827034632927657,0.1336173254532271,0.1823511333421413,0.04873380788891421,1.0008322143217647,-1.6903465433857086,0.0892084075175169,16,17,37.526737362147415,47.12177842880767,0.0276923943310976,0.0464197359979152,1.0,0.7025154232978821,0.0,0.25,0.2059350024861341,s2_low_viirs_high,both
755,0.1561111532498247,0.15542479874712567,0.011573129488121616,0.13487199712924933,0.1814722558803296,0.04660025875108029,1.0008322143217647,-1.690061991948137,0.08714497815523935,16,18,37.53332692131944,47.12186300888025,0.0108043337240815,0.0231954976916313,1.0,0.6981610655784607,0.0,0.25,0.1371466123289377,s2_low_viirs_high,both
756,0.156027051851733,0.15531074431586198,0.011662838565767488,0.13414305689862566,0.18242515946648327,0.048282102567857615,1.0008322143217647,-1.690750506913191,0.08796656897466451,16,19,37.53991651034389,47.12194720999333,0.0311532467603683,0.0680242627859115,1.0,0.68043053150177,0.0,0.25,0.2073919323358725,s2_low_viirs_high,both
757,0.15640339005990103,0.1557288746793508,0.011845975929671041,0.13446933908253628,0.18288515224707932,0.04841581316454305,1.0008322143217647,-1.6879411840835765,0.08871100793117283,16,20,37.54650612908691,47.122031032142566,0.0661325752735138,0.1019818857312202,1.0,0.6944037675857544,0.0,0.25,0.2862959958116827,s2_low_viirs_high,both
758,0.15658672884370553,0.1557745316264938,0.011974304061949886,0.13496959101200204,0.18153839891855422,0.046568807906552184,1.0008322143217647,-1.6865063412819494,0.08790478289435746,16,21,37.55309577741459,47.12211447532363,0.0856830328702926,0.1142806857824325,1.0,0.7094564437866211,0.0,0.25,0.3235754843421598,s2_low_viirs_high,both
759,0.15617109516627203,0.1554555731104334,0.01189074148429409,0.134361404067608,0.18288851913209817,0.04852711506449017,1.0008322143217647,-1.6897567905911226,0.08961084079642163,16,22,37.55968545519305,47.12219753953217,0.0373854041099548,0.0719188451766967,0.9952,0.7105873823165894,0.0,0.25,0.2359402999564059,s2_low_viirs_high,both
760,0.15630293991686803,0.15570456776346955,0.011572070800491859,0.13469921839440235,0.18214699962190062,0.047447781227498265,1.0008322143217647,-1.688584819136891,0.08672786477792552,16,23,37.56627516228838,47.12228022476392,0.0134738171473145,0.028402792289853,0.9424,0.7152886390686035,0.0,0.25,0.1562873544967479,s2_low_viirs_high,both
761,0.15613561608596294,0.15558119443268253,0.011544722685520988,0.1337916952822059,0.18269746546465757,0.04890577018245165,1.0008322143217647,-1.6898690147344724,0.0870116365984223,16,24,37.572864898566685,47.12236253101459,0.0156492162495851,0.0292186774313449,0.1664,0.6993377208709717,0.0,0.25,0.1612836875162403,s2_low_viirs_high,both
762,0.15604627842201862,0.15537569788339145,0.012083141897607086,0.13285256753994254,0.18328452585131524,0.050431958311372704,1.0008322143217647,-1.6907607146766463,0.09045305558281556,16,25,37.579454663894055,47.12244445827992,0.0331735461950302,0.0785112082958221,0.664,0.6874037981033325,0.0,0.25,0.2154927891289634,s2_low_viirs_high,both
763,0.1558933737204222,0.15518931119875573,0.011681625937628318,0.13397166812395578,0.18199964409655744,0.048027975972601666,1.0008322143217647,-1.691763948846207,0.08789304934366658,16,26,37.586044458136605,47.12252600655566,0.0098959533497691,0.0280307456851005,1.0,0.6888512969017029,0.0,0.25,0.1294912142217737,s2_low_viirs_high,both
764,0.1561773778952803,0.15564106547103793,0.011496082166957416,0.1346294929252825,0.18223678837412352,0.047607295448841014,1.0008322143217647,-1.6895410941414017,0.08686769411958992,16,27,37.59263428116039,47.122607175837615,0.0145912915468215,0.0469399243593215,1.0,0.7030022740364075,0.0,0.25,0.1576925311389371,s2_low_viirs_high,both
765,0.1558696957876188,0.15539969323251832,0.011484678297873443,0.13507846187167669,0.18167258705665312,0.04659412518497644,1.0008322143217647,-1.691851542674539,0.0863136870644527,16,28,37.59922413283153,47.12268796612155,0.0093512646853923,0.0302650351077318,1.0,0.653533399105072,0.0,0.25,0.1177283029194685,s2_low_viirs_high,both
766,0.1559374227365336,0.1554168041880145,0.011354665568859904,0.13467080154018607,0.18072779008372702,0.046056988543540955,1.0008322143217647,-1.6912865317726662,0.08547385278175608,16,29,37.60581401301608,47.1227683774033,0.0187144540250301,0.0592430122196674,1.0,0.6117775440216064,0.0,0.25,0.1477461843159909,s2_low_viirs_high,both
767,0.15643495567857793,0.1556573141172677,0.011767259262085078,0.13574685549095253,0.1837575598483277,0.04801070435737517,1.0008322143217647,-1.6876653801625832,0.08808708682344932,16,30,37.61240392158012,47.12284840967873,0.1345609724521637,0.1487483382225036,1.0,0.6778150200843811,0.0,0.25,0.3638400986203412,s2_low_viirs_high,both
