grid_id,p_s2_only,p_viirs_only,p_both,kl_s2_vs_neutral_prior,kl_viirs_vs_neutral_prior,kl_both_vs_neutral_prior,kl_s2_vs_s2_global,kl_viirs_vs_viirs_global,kl_both_vs_both_global,kl_s2_vs_viirs,kl_viirs_vs_s2,jsd_s2_viirs,abs_diff_s2_viirs,best_single_sensor_kl,fusion_kl_loss,fusion_suppression_ratio,conflict_rank
73,0.051232722462653174,0.3949611518428466,0.1537241642964316,0.4910181339630086,0.022231561607999453,0.2640321772521545,6.820111853077628e-06,0.02357731370089497,1.0836567574796802e-05,0.32218459007219613,0.534482846071231,0.09427746542519583,0.34372842938019343,0.4910181339630086,0.2269859567108541,0.46227611774508176,2
74,0.0509292495983966,0.4377048054459387,0.1547227884564543,0.49190485514533294,0.0077815879391168255,0.26233266456981497,2.6727763086915966e-06,0.008587814812202464,1.7922892524207612e-06,0.3872428571968818,0.6472130027382152,0.11270123816554782,0.3867755558475421,0.49190485514533294,0.22957219057551798,0.4667003957659475,2
75,0.05045119752306785,0.45921626194036486,0.1547440964809656,0.49330555049966573,0.003330325247218713,0.2622964846496424,8.57539565873923e-09,0.003865027055990594,1.682538048700783e-06,0.4231428745877864,0.7097422448652453,0.12275425502340429,0.408765064417297,0.49330555049966573,0.23100906585002334,0.46828799233261387,2
76,0.04992869619276552,0.43002564834008195,0.1540837626103212,0.49484194046581687,0.009825039313547682,0.26341931230040516,2.554694087194935e-06,0.010728195170850857,6.6987146715999715e-06,0.3779259119867949,0.6347263424061227,0.11023992292745823,0.3800969521473164,0.49484194046581687,0.2314226281654117,0.46766979360634475,2
77,0.05194601647970736,0.43343775330782297,0.1545298881676144,0.48894139278976484,0.008887425512348932,0.2626603572745059,2.4009759522690584e-05,0.009747512597388736,2.9438822180127703e-06,0.37787569394406006,0.6278767803945996,0.10993022411826517,0.3814917368281156,0.48894139278976484,0.22628103551525897,0.462797870771713,2
78,0.05124253903947958,0.4321813662515939,0.1544857715918487,0.4909894824760157,0.009227149370952079,0.26273534107734964,6.985960042017064e-06,0.010103095009146287,3.2472593211704988e-06,0.3777825159185215,0.6300393148779668,0.11000637526237415,0.38093882721211436,0.4909894824760157,0.22825414139866607,0.46488600987459244,2
79,0.050807366471485746,0.4835716642845324,0.154989053486796,0.4922615226779888,0.000539877591694056,0.26188080959229293,1.5427810361822282e-06,0.0007671570653208434,6.700687641027886e-07,0.46327301611481014,0.7752263078959007,0.1336969065570481,0.43276429781304665,0.4922615226779888,0.23038071308569585,0.468004713901636,2
80,0.05208579411035586,0.4118297300526509,0.1541806711949344,0.48853564789354975,0.0156295923468992,0.26325432036744345,2.8593117703999043e-05,0.01676242339539749,5.753383949919869e-06,0.3446909808283674,0.5708448382547019,0.10056656725172447,0.35974393594229503,0.48853564789354975,0.2252813275261063,0.4611359037922128,2
81,0.05042743441204418,0.3884221696338862,0.1536948589131614,0.4933753006603743,0.02511011140747245,0.2640821663203169,2.502855918725243e-10,0.02653840080160992,1.1217558475441454e-05,0.31483267839989054,0.5239104441530623,0.09227451354069408,0.33799473522184204,0.4933753006603743,0.22929313434005744,0.46474384516848033,2
82,0.05303648186794572,0.40157031313046726,0.1539160588901812,0.48578645001182097,0.019503941393799726,0.26370500690598897,7.021409760504154e-05,0.02076627036078338,8.504895077998155e-06,0.32724316493311095,0.5382897759674299,0.09549543515069225,0.3485338312625215,0.48578645001182097,0.222081443105832,0.4571585788373223,2
