grid_id,grid_row,grid_col,lon_center,lat_center,p_s2_mean,p_s2_median,p_s2_std,p_s2_valid_ratio,p_viirs_mean,p_viirs_median,p_viirs_std,p_viirs_valid_ratio,viirs_loss_rate_mean,viirs_loss_rate_median,p_fused,fusion_source,disagreement,uncertainty,evidence_type,p_s2_low_quality,p_viirs_low_quality,p_s2_clipped,u_s2,m_s2_D,m_s2_N,m_s2_U,p_viirs_clipped,u_viirs,m_viirs_D,m_viirs_N,m_viirs_U,conflict_k,belief_damage,belief_no_damage,uncertainty_ds,plausibility_damage,plausibility_no_damage,ds_damage_mid,ds_interval_width,conflict_class,ds_decision_class,ds_source
10,0,10,37.48265657932699,47.04921203544451,0.00978819839656353,0.0,0.023153215646743774,0.32,,,,0.0,,,0.00978819839656353,s2_only,,0.252,single_source,False,True,0.0097881983965635,0.43743547709782904,0.00550649316103454,0.5570580297411364,0.43743547709782904,,,,,,0.0,0.00550649316103454,0.5570580297411364,0.43743547709782904,0.44294197025886356,0.9944935068389654,0.22422423170994907,0.43743547709782904,low_conflict,insufficient_evidence,s2_only
11,0,11,37.48923706395949,47.04929905013965,0.00745336152613163,0.0,0.020747395232319832,0.32,,,,0.0,,,0.00745336152613163,s2_only,,0.252,single_source,False,True,0.0074533615261316,0.4358315968215465,0.004204951070509386,0.5599634521079441,0.4358315968215465,,,,,,0.0,0.004204951070509386,0.5599634521079441,0.4358315968215465,0.4400365478920559,0.9957950489294906,0.22212074948128263,0.4358315968215465,low_conflict,insufficient_evidence,s2_only
12,0,12,37.4958175792326,47.0493856868525,0.005115902051329613,0.0,0.014553014189004898,0.2912,,,,0.0,,,0.005115902051329613,s2_only,,0.25632,single_source,False,True,0.0051159020513296,0.44322200945933654,0.002848421663942153,0.5539295688767213,0.44322200945933654,,,,,,0.0,0.002848421663942153,0.5539295688767213,0.44322200945933654,0.4460704311232787,0.9971515783360578,0.2244594263936104,0.44322200945933654,low_conflict,insufficient_evidence,s2_only
13,0,13,37.502398125013094,47.04947194557856,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,,,,,,,,,,,,,,,,,,,no_data,insufficient_evidence,no_data
14,0,14,37.508978701167756,47.04955782631339,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,,,,,,,,,,,,,,,,,,,no_data,insufficient_evidence,no_data
15,0,15,37.51555930756338,47.04964332905254,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,,,,,,,,,,,,,,,,,,,no_data,insufficient_evidence,no_data
16,0,16,37.52213994406672,47.049728453791616,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,,,,,,,,,,,,,,,,,,,no_data,insufficient_evidence,no_data
17,0,17,37.528720610544575,47.04981320052621,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,,,,,,,,,,,,,,,,,,,no_data,insufficient_evidence,no_data
18,0,18,37.535301306863694,47.04989756925195,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,,,,,,,,,,,,,,,,,,,no_data,insufficient_evidence,no_data
19,0,19,37.541882032890854,47.049981559964465,,,,0.0,0.6450545191764832,0.6450545191764832,0.0,0.5,0.8391839861869812,0.8391839861869812,0.6450545191764832,viirs_only,,0.225,single_source,True,False,,,,,,0.6450545191764832,0.4,0.38703271150588986,0.2129672884941101,0.4,0.0,0.38703271150588986,0.2129672884941101,0.4,0.7870327115058899,0.6129672884941101,0.5870327115058899,0.4,low_conflict,possible_damage,viirs_only
20,0,20,37.54846278849281,47.050065172659416,,,,0.0,0.5422585010528564,0.5422585010528564,0.0,0.5,0.69588702917099,0.69588702917099,0.5422585010528564,viirs_only,,0.225,single_source,True,False,,,,,,0.5422585010528564,0.4,0.32535510063171386,0.2746448993682861,0.4,0.0,0.32535510063171386,0.2746448993682861,0.4,0.7253551006317138,0.6746448993682861,0.5253551006317139,0.4,low_conflict,possible_damage,viirs_only
21,0,21,37.555043573536324,47.050148407332514,,,,0.0,0.3825993239879608,0.3825993239879608,0.0,0.5,0.47021085023880005,0.47021085023880005,0.3825993239879608,viirs_only,,0.225,single_source,True,False,,,,,,0.3825993239879608,0.4,0.22955959439277648,0.3704404056072235,0.4,0.0,0.22955959439277648,0.3704404056072235,0.4,0.6295595943927765,0.7704404056072236,0.42955959439277647,0.4,low_conflict,possible_damage,viirs_only
22,0,22,37.561624387888145,47.05023126397945,,,,0.0,0.25386765599250793,0.25386765599250793,0.0,0.5,0.27143850922584534,0.27143850922584534,0.25386765599250793,viirs_only,,0.225,single_source,True,False,,,,,,0.2538676559925079,0.4,0.15232059359550473,0.4476794064044952,0.4,0.0,0.15232059359550473,0.4476794064044952,0.4,0.5523205935955048,0.8476794064044952,0.3523205935955047,0.4,low_conflict,insufficient_evidence,viirs_only
23,0,23,37.568205231415035,47.05031374259592,,,,0.0,0.317108690738678,0.317108690738678,0.0,0.5,0.37716639041900635,0.37716639041900635,0.317108690738678,viirs_only,,0.225,single_source,True,False,,,,,,0.317108690738678,0.4,0.1902652144432068,0.4097347855567932,0.4,0.0,0.1902652144432068,0.4097347855567932,0.4,0.5902652144432068,0.8097347855567932,0.39026521444320683,0.4,low_conflict,insufficient_evidence,viirs_only
24,0,24,37.57478610398372,47.05039584317768,,,,0.0,0.33428895473480225,0.33428895473480225,0.0,0.5,0.4039742946624756,0.4039742946624756,0.33428895473480225,viirs_only,,0.225,single_source,True,False,,,,,,0.3342889547348022,0.4,0.2005733728408813,0.39942662715911864,0.4,0.0,0.2005733728408813,0.39942662715911864,0.4,0.6005733728408813,0.7994266271591186,0.40057337284088135,0.4,low_conflict,possible_damage,viirs_only
25,0,25,37.58136700546096,47.050477565720506,,,,0.0,0.27214014530181885,0.27214014530181885,0.0,0.5,0.30398404598236084,0.30398404598236084,0.27214014530181885,viirs_only,,0.225,single_source,True,False,,,,,,0.2721401453018188,0.4,0.16328408718109128,0.4367159128189087,0.4,0.0,0.16328408718109128,0.4367159128189087,0.4,0.5632840871810914,0.8367159128189088,0.3632840871810913,0.4,low_conflict,insufficient_evidence,viirs_only
26,0,26,37.58794793571349,47.050558910220154,,,,0.0,0.16882888972759247,0.16882888972759247,0.0,0.5,0.0699848011136055,0.0699848011136055,0.16882888972759247,viirs_only,,0.225,single_source,True,False,,,,,,0.1688288897275924,0.4,0.10129733383655544,0.4987026661634445,0.4,0.0,0.10129733383655544,0.4987026661634445,0.4,0.5012973338365555,0.8987026661634445,0.30129733383655544,0.4,low_conflict,insufficient_evidence,viirs_only
27,0,27,37.59452889460805,47.050639876672435,,,,0.0,0.20994873344898224,0.20994873344898224,0.0,0.5,0.18544328212738037,0.18544328212738037,0.20994873344898224,viirs_only,,0.225,single_source,True,False,,,,,,0.2099487334489822,0.4,0.1259692400693893,0.4740307599306106,0.4,0.0,0.1259692400693893,0.4740307599306106,0.4,0.5259692400693894,0.8740307599306106,0.3259692400693893,0.4,low_conflict,insufficient_evidence,viirs_only
28,0,28,37.60110988201135,47.050720465073155,,,,0.0,0.11565462499856949,0.11565462499856949,0.0,0.5,-0.07642704993486404,-0.07642704993486404,0.11565462499856949,viirs_only,,0.225,single_source,True,False,,,,,,0.1156546249985694,0.4,0.06939277499914163,0.5306072250008583,0.4,0.0,0.06939277499914163,0.5306072250008583,0.4,0.46939277499914167,0.9306072250008584,0.26939277499914166,0.4,low_conflict,insufficient_evidence,viirs_only
29,0,29,37.60769089779014,47.050800675418174,,,,0.0,0.16593842208385468,0.16593842208385468,0.0,0.5,0.05734432861208916,0.05734432861208916,0.16593842208385468,viirs_only,,0.225,single_source,True,False,,,,,,0.1659384220838546,0.4,0.09956305325031276,0.5004369467496872,0.4,0.0,0.09956305325031276,0.5004369467496872,0.4,0.4995630532503128,0.9004369467496872,0.29956305325031274,0.4,low_conflict,insufficient_evidence,viirs_only
30,0,30,37.61427194181114,47.05088050770333,,,,0.0,0.2420712262392044,0.2420712262392044,0.0,0.5,0.2471480518579483,0.2471480518579483,0.2420712262392044,viirs_only,,0.225,single_source,True,False,,,,,,0.2420712262392044,0.4,0.14524273574352264,0.45475726425647733,0.4,0.0,0.14524273574352264,0.45475726425647733,0.4,0.5452427357435227,0.8547572642564774,0.34524273574352266,0.4,low_conflict,insufficient_evidence,viirs_only
31,0,31,37.620853013941066,47.050959961924505,,,,0.0,0.3435685932636261,0.3435685932636261,0.0,0.5,0.39558205008506775,0.39558205008506775,0.3435685932636261,viirs_only,,0.225,single_source,True,False,,,,,,0.3435685932636261,0.4,0.20614115595817564,0.3938588440418243,0.4,0.0,0.20614115595817564,0.3938588440418243,0.4,0.6061411559581756,0.7938588440418244,0.4061411559581757,0.4,low_conflict,possible_damage,viirs_only
32,0,32,37.627434114046636,47.05103903807758,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,,,,,,,,,,,,,,,,,,,no_data,insufficient_evidence,no_data
33,0,33,37.63401524199457,47.05111773615851,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,,,,,,,,,,,,,,,,,,,no_data,insufficient_evidence,no_data
34,0,34,37.64059639765157,47.0511960561632,,,,0.0,0.14942748844623566,0.14942748844623566,0.0,0.5,0.039692606776952744,0.039692606776952744,0.14942748844623566,viirs_only,,0.225,single_source,True,False,,,,,,0.1494274884462356,0.4,0.08965649306774136,0.5103435069322586,0.4,0.0,0.08965649306774136,0.5103435069322586,0.4,0.4896564930677414,0.9103435069322586,0.2896564930677414,0.4,low_conflict,insufficient_evidence,viirs_only
