grid_id,grid_row,grid_col,lon_center,lat_center,p_s2_mean,p_s2_median,p_s2_std,p_s2_valid_ratio,p_viirs_mean,p_viirs_median,p_viirs_std,p_viirs_valid_ratio,viirs_loss_rate_mean,viirs_loss_rate_median,p_fused,fusion_source,disagreement,uncertainty,evidence_type,p_s2_low_quality,p_viirs_low_quality,p_s2_clipped,u_s2,m_s2_D,m_s2_N,m_s2_U,p_viirs_clipped,u_viirs,m_viirs_D,m_viirs_N,m_viirs_U,conflict_k,belief_damage,belief_no_damage,uncertainty_ds,plausibility_damage,plausibility_no_damage,ds_damage_mid,ds_interval_width,conflict_class,ds_decision_class,ds_source
412,8,43,37.69895248507178,47.08786924979105,,,,0.0,0.5735554695129395,0.5735554695129395,0.0,0.25,0.7382130026817322,0.7382130026817322,0.5735554695129395,viirs_only,,0.2625,single_source,True,False,,,,,,0.5735554695129395,0.525,0.2724388480186462,0.20256115198135374,0.525,0.0,0.2724388480186462,0.20256115198135374,0.525,0.7974388480186463,0.7275611519813537,0.5349388480186462,0.525,low_conflict,possible_damage,viirs_only
413,8,44,37.705538339409465,47.08794388212046,0.03372136130928993,0.0,0.05769805237650871,0.1792,0.5818294882774353,0.5818294882774353,0.0,0.25,0.7500442266464233,0.7500442266464233,0.18056617861027824,both,0.5481081269681454,0.6192956888777017,s2_low_viirs_high,True,False,0.0337213613092899,0.5167853682510057,0.016294655187143302,0.46691997656185097,0.5167853682510057,0.5818294882774353,0.525,0.27636900693178174,0.19863099306821821,0.525,0.132278833780536,0.17964467934460515,0.5076830834275688,0.312672237227826,0.49231691657243115,0.8203553206553948,0.33598079795851815,0.312672237227826,low_conflict,insufficient_evidence,both
414,8,45,37.71212422005348,47.08801813585714,0.0027041302528232336,0.0,0.010371875017881393,0.9264,0.5093402862548828,0.5093402862548828,0.0,0.25,0.6500653624534607,0.6500653624534607,0.050380803763637336,both,0.5066361560020596,0.47818530920144164,s2_low_viirs_high,False,False,0.0027041302528232,0.18635458334525418,0.0022002031862470356,0.8114452134684987,0.18635458334525418,0.5093402862548828,0.525,0.24193663597106932,0.23306336402893066,0.525,0.1968311119775287,0.05823609220922106,0.8199512259062172,0.1218126818845617,0.18004877409378275,0.9417639077907789,0.11914243315150191,0.1218126818845617,low_conflict,likely_no_damage,both
415,8,46,37.71871012687018,47.088092010997265,0.0009110183455049992,0.0,0.004850353114306927,0.68,0.509477972984314,0.509477972984314,0.0,0.5,0.6501143574714661,0.6501143574714661,0.031236925493941657,both,0.508566954638809,0.47899686824716625,s2_low_viirs_high,False,False,0.001,0.28123356874287125,0.0007187664312571287,0.7180476648258716,0.28123356874287125,0.509477972984314,0.4,0.3056867837905884,0.2943132162094116,0.4,0.21970922372904972,0.11082613267249461,0.7450052690073247,0.14416859832018056,0.25499473099267517,0.8891738673275053,0.18291043183258487,0.14416859832018056,medium_conflict,likely_no_damage,both
416,9,1,37.42223929656294,47.08889048195059,0.310281902551651,0.3304117023944855,0.09458225965499878,0.8368,0.5649860501289368,0.5649860501289368,0.0,0.25,0.7241499423980713,0.7241499423980713,0.4332288772575659,both,0.25470414757728577,0.3152729033041,s2_low_viirs_high,False,False,0.310281902551651,0.2783348397699991,0.22391963892140673,0.4977455213085941,0.2783348397699991,0.5649860501289368,0.525,0.26836837381124495,0.20663162618875502,0.525,0.17984803525134688,0.3076832574520515,0.5141475773688686,0.1781691651790797,0.4858524226311312,0.6923167425479484,0.3967678400415914,0.1781691651790797,low_conflict,insufficient_evidence,both
417,9,2,37.42882447923639,47.088981025604944,0.33231112360954285,0.3286145031452179,0.10233454406261444,1.0,0.3529779314994812,0.3529779314994812,0.0,0.25,0.29465436935424805,0.29465436935424805,0.34256989072659916,both,0.020666807889938354,0.12696676552295683,both_low,False,False,0.3323111236095428,0.21822302937507626,0.25979318352043296,0.5219837871044908,0.21822302937507626,0.3529779314994812,0.525,0.16766451746225355,0.3073354825377464,0.525,0.16736182320526372,0.26006227561658884,0.6023424355594658,0.1375952888239454,0.39765756444053424,0.7399377243834111,0.32885992002856157,0.1375952888239454,low_conflict,likely_no_damage,both
418,9,3,37.435409693836064,47.089071190786356,0.5936304926872253,0.6101220846176147,0.2267121821641922,1.0,0.18590408563613892,0.18590408563613892,0.0,0.25,0.016222979873418808,0.016222979873418808,0.36611349105603913,both,0.4077264070510864,0.3979084849357605,s2_high_viirs_low,False,False,0.5936304926872253,0.3011414547761282,0.4148637425199246,0.2839948027039472,0.3011414547761282,0.1859040856361389,0.525,0.08830444067716597,0.386695559322834,0.525,0.1855039691645006,0.3450353257140559,0.4608578183012795,0.1941068559846647,0.5391421816987205,0.6549646742859442,0.4420887537063882,0.1941068559846647,low_conflict,insufficient_evidence,both
419,9,4,37.44199494022845,47.08916097749015,0.38750579953193665,0.32705268263816833,0.20277446508407593,1.0,0.2736099064350128,0.2736099064350128,0.0,0.25,0.28266358375549316,0.28266358375549316,0.3280327336133413,both,0.11389589309692383,0.19222712516784668,both_low,False,False,0.3875057995319366,0.28518297672271725,0.2769957421241024,0.43782128115318036,0.28518297672271725,0.2736099064350128,0.525,0.1299647055566311,0.3450352944433689,0.525,0.15247462133484924,0.2577930546745392,0.565550214390469,0.1766567309349918,0.434449785609531,0.7422069453254608,0.3461214201420351,0.1766567309349918,low_conflict,insufficient_evidence,both
420,9,5,37.44858021827998,47.0892503857117,0.2552637755870819,0.2642562985420227,0.10743623226881027,1.0,0.5240758657455444,0.5240758657455444,0.0,0.25,0.66292405128479,0.66292405128479,0.38055874001274625,both,0.2688120901584625,0.30066846311092377,s2_low_viirs_high,False,False,0.2552637755870819,0.22162415484587344,0.19869115705982818,0.5796846880942983,0.22162415484587344,0.5240758657455444,0.525,0.2489360362291336,0.22606396377086638,0.525,0.18922131904808076,0.25770841054097465,0.5987842624564501,0.14350732700257507,0.4012157375435497,0.7422915894590252,0.3294620740422622,0.14350732700257507,low_conflict,insufficient_evidence,both
421,9,6,37.455165527857126,47.08933941544638,0.1685151606798172,0.15536510944366455,0.12307138741016388,1.0,0.49713224172592163,0.49713224172592163,0.0,0.25,0.6208980083465576,0.6208980083465576,0.3092070011446363,both,0.32861708104610443,0.3425319567322731,both_low,False,False,0.1685151606798172,0.23204759160677588,0.12941162349483676,0.6385407848983874,0.23204759160677588,0.4971322417259216,0.525,0.23613781481981275,0.2388621851801872,0.525,0.18169516879492564,0.18733274653849824,0.663792432064991,0.14887482139651076,0.336207567935009,0.8126672534615017,0.2617701572367536,0.14887482139651076,low_conflict,likely_no_damage,both
422,9,7,37.461750868826336,47.08942806668958,0.10808423161506653,0.079923614859581,0.09200241416692734,1.0,0.2978535592556,0.2978535592556,0.0,0.25,0.3440919816493988,0.3440919816493988,0.18482393625691942,both,0.18976932764053345,0.24533852934837339,both_low,False,False,0.1080842316150665,0.21133494277795153,0.08524225671149756,0.703422800510551,0.21133494277795153,0.2978535592556,0.525,0.14148044064641,0.33351955935359,0.525,0.12795052767368875,0.0994347917116049,0.7733352190740813,0.12722998921431372,0.22666478092591863,0.900565208288395,0.16304978631876177,0.12722998921431372,low_conflict,likely_no_damage,both
423,9,8,37.46833624105405,47.08951633943671,0.11691448092460632,0.06029142811894417,0.14098840951919556,1.0,0.5187950730323792,0.5187950730323792,0.0,0.25,0.6593235731124878,0.6593235731124878,0.27420695328199174,both,0.4018805921077728,0.39381641447544097,s2_low_viirs_high,False,False,0.1169144809246063,0.243992273012797,0.0883882509757003,0.6676194760115026,0.243992273012797,0.5187950730323792,0.525,0.24642765969038008,0.2285723403096199,0.525,0.1847230144186223,0.15738404086543753,0.6854964211159922,0.15711953801856998,0.3145035788840075,0.8426159591345621,0.23594380987472252,0.15711953801856998,low_conflict,likely_no_damage,both
424,9,9,37.47492164440671,47.08960423368324,0.2802712917327881,0.3634665012359619,0.1689181625843048,1.0,0.577013373374939,0.577013373374939,0.0,0.25,0.7421467900276184,0.7421467900276184,0.42157877442217184,both,0.2967420816421509,0.3202194571495056,s2_low_viirs_high,False,False,0.2802712917327881,0.2626121083895365,0.20666865688978173,0.5307192347206817,0.2626121083895365,0.577013373374939,0.525,0.274081352353096,0.20091864764690398,0.525,0.18698383262534157,0.29165736324025016,0.5387625442140969,0.169580092545653,0.46123745578590314,0.7083426367597498,0.37644740951307665,0.169580092545653,low_conflict,insufficient_evidence,both
425,9,10,37.48150707875076,47.089691749424595,0.031016409397125244,0.0,0.08605651557445526,1.0,0.6038675904273987,0.6038675904273987,0.0,0.25,0.7796103358268738,0.7796103358268738,0.180929542119601,both,0.5728511810302734,0.5134958267211913,s2_low_viirs_high,False,False,0.0310164093971252,0.20737101038297015,0.024584505241991496,0.7680444843750384,0.20737101038297015,0.6038675904273987,0.525,0.2868371054530144,0.18816289454698562,0.525,0.2249295484246276,0.10249431362826988,0.7570413192554561,0.14046436711627394,0.24295868074454383,0.8975056863717301,0.17272649718640687,0.14046436711627394,medium_conflict,likely_no_damage,both
426,9,11,37.488092543952625,47.08977888665626,0.08604395389556885,0.020481478422880173,0.11760500073432922,1.0,0.6622468829154968,0.6622468829154968,0.0,0.25,0.8656537532806396,0.8656537532806396,0.30052470668311254,both,0.576202929019928,0.5158420503139496,s2_low_viirs_high,False,False,0.0860439538955688,0.22840333382288613,0.06639122797051818,0.7052054382065956,0.22840333382288613,0.6622468829154968,0.525,0.31456726938486096,0.160432730615139,0.525,0.2324858750442055,0.16623552696796093,0.6775305401856283,0.15623393284641063,0.3224694598143716,0.8337644730320389,0.24435249339116624,0.15623393284641063,medium_conflict,likely_no_damage,both
427,9,12,37.49467803987873,47.08986564537373,0.02417004480957985,0.0,0.046102769672870636,1.0,0.6983807682991028,0.6983807682991028,0.0,0.25,0.921012282371521,0.921012282371521,0.19320970643786736,both,0.6742107234895229,0.584447506442666,s2_low_viirs_high,False,False,0.0241700448095798,0.18073517978191372,0.019801667415583486,0.7994631528025028,0.18073517978191372,0.6983807682991028,0.525,0.3317308649420738,0.14326913505792618,0.525,0.26804357093182696,0.105088409790577,0.7652782327890906,0.12963335742033247,0.23472176721090948,0.894911590209423,0.16990508850074323,0.12963335742033247,medium_conflict,likely_no_damage,both
428,9,13,37.501263566395515,47.089952025572515,0.013141215778887272,0.0,0.02615024335682392,0.9856,0.7254963517189026,0.7254963517189026,0.0,0.25,0.9652606248855591,0.9652606248855591,0.15796594809130404,both,0.7123551359400153,0.6133085951580106,s2_low_viirs_high,False,False,0.0131412157788872,0.1731934955712159,0.010865242682086109,0.815941261746698,0.1731934955712159,0.7254963517189026,0.525,0.3446107670664787,0.13038923293352125,0.525,0.28259885475067387,0.09636571650415662,0.7768898730958745,0.126744410399969,0.22311012690412563,0.9036342834958435,0.15973792170414114,0.126744410399969,medium_conflict,likely_no_damage,both
429,9,14,37.50784912336939,47.09003802724814,0.028283702209591866,0.0028089401312172413,0.043850481510162354,0.4864,0.7126359343528748,0.7126359343528748,0.0,0.25,0.9440110921859741,0.9440110921859741,0.21177174388814504,both,0.6843522321432829,0.668586562500298,s2_low_viirs_high,False,False,0.0282837022095918,0.38467365434010825,0.017403707122360727,0.597922638537531,0.38467365434010825,0.7126359343528748,0.525,0.3385020688176155,0.13649793118238449,0.525,0.20477362015494793,0.18264102977483365,0.563401514025201,0.2539574561999654,0.43659848597479906,0.8173589702251665,0.3096197578748163,0.2539574561999654,medium_conflict,insufficient_evidence,both
430,9,15,37.51443471066678,47.090123650396194,0.02364702709019184,0.0,0.03722870722413063,0.7792,0.7092320322990417,0.7092320322990417,0.0,0.25,0.9383662343025208,0.9383662343025208,0.19553079373042204,both,0.6855850052088499,0.6255295036461949,s2_low_viirs_high,False,False,0.0236470270901918,0.2631391381494204,0.017424568761882735,0.7194362930886968,0.2631391381494204,0.7092320322990417,0.525,0.3368852153420448,0.13811478465795515,0.525,0.24477404108437326,0.1372644335065111,0.6798127658434657,0.18292280065002312,0.3201872341565342,0.8627355664934888,0.22872583383152267,0.18292280065002312,medium_conflict,likely_no_damage,both
431,9,16,37.521020328154094,47.090208895012225,0.015980295836925507,0.0,0.031097443774342537,1.0,0.7275494933128357,0.7275494933128357,0.0,0.25,0.9687206149101257,0.9687206149101257,0.17235440231220597,both,0.7115691974759102,0.6105984382331371,s2_low_viirs_high,False,False,0.0159802958369255,0.170731629182895,0.013251953893862575,0.8160164169232424,0.170731629182895,0.7275494933128357,0.525,0.34558600932359695,0.12941399067640305,0.525,0.2837188453047083,0.09848008367725195,0.7763817569094233,0.12513815941332496,0.2236182430905769,0.9015199163227483,0.16104916338391442,0.12513815941332496,medium_conflict,likely_no_damage,both
432,9,17,37.527605975697746,47.09029376109182,0.02566651999950409,0.0,0.05319727212190628,1.0,0.7213622331619263,0.7213622331619263,0.0,0.25,0.958258330821991,0.958258330821991,0.20707153399521677,both,0.6956957131624222,0.5994869992136955,s2_low_viirs_high,False,False,0.025666519999504,0.18546484808127078,0.02090628276702109,0.793628869151708,0.18546484808127078,0.7213622331619263,0.525,0.342647060751915,0.13235293924808503,0.525,0.2747016073156657,0.11262710725109057,0.7531260141886194,0.13424687856028972,0.2468739858113803,0.8873728927489091,0.17975054653123543,0.13424687856028972,medium_conflict,likely_no_damage,both
433,9,18,37.53419165316413,47.09037824863061,0.02224745973944664,0.0,0.045253898948431015,1.0,0.7209926247596741,0.7209926247596741,0.0,0.25,0.9576281905174255,0.9576281905174255,0.19516074164360675,both,0.6987451650202274,0.6016216155141592,s2_low_viirs_high,False,False,0.0222474597394466,0.18016926596562066,0.018239151248590806,0.8015915827857885,0.18016926596562066,0.7209926247596741,0.525,0.34247149676084515,0.1325285032391548,0.525,0.2769394765628722,0.1072175558005725,0.7619650899587135,0.13081735424071403,0.23803491004128652,0.8927824441994275,0.17262623292092952,0.13081735424071403,medium_conflict,likely_no_damage,both
434,9,19,37.54077736041967,47.090462357624205,0.025509580969810486,0.0010708719491958618,0.04676225781440735,0.9728,0.7233455777168274,0.7233455777168274,0.0,0.25,0.9615896940231323,0.9615896940231323,0.20736680598234872,both,0.6978359967470169,0.6050651977229118,s2_low_viirs_high,False,False,0.0255095809698104,0.1920548385429382,0.020610342515355456,0.7873348189417064,0.1920548385429382,0.7233455777168274,0.525,0.343589149415493,0.131410850584507,0.525,0.273228123386163,0.11542807473719377,0.7458367960158928,0.1387351292469135,0.2541632039841073,0.8845719252628064,0.18479563936065052,0.1387351292469135,medium_conflict,likely_no_damage,both
435,9,20,37.54736309733074,47.09054608806827,0.023695316165685654,0.0,0.043599650263786316,0.9984,0.7182893753051758,0.7182893753051758,0.0,0.25,0.9531428813934326,0.9531428813934326,0.19920786262034054,both,0.6945940591394901,0.598955841397643,s2_low_viirs_high,False,False,0.0236953161656856,0.1797064335091909,0.019437115406677564,0.8008564510841315,0.1797064335091909,0.7182893753051758,0.525,0.3411874532699585,0.1338125467300415,0.525,0.27584310289386516,0.10791827874670977,0.7617979692523787,0.13028375200091144,0.2382020307476212,0.8920817212532902,0.1730601547471655,0.13028375200091144,medium_conflict,likely_no_damage,both
436,9,21,37.55394886376375,47.09062943995848,0.027543500065803528,0.005318100564181805,0.04170772805809975,1.0,0.7257697582244873,0.7257697582244873,0.0,0.25,0.9658768773078918,0.9658768773078918,0.2149407140601933,both,0.6982262581586838,0.6012583807110786,s2_low_viirs_high,False,False,0.0275435000658035,0.17780515203873312,0.022646123848924452,0.7995487241123423,0.17780515203873312,0.7257697582244873,0.525,0.34474063515663145,0.13025936484336853,0.525,0.2785868046978884,0.11226980004744098,0.7583345839197208,0.1293956160328381,0.24166541608027908,0.8877301999525589,0.17696760806386003,0.1293956160328381,medium_conflict,likely_no_damage,both
437,9,22,37.56053465958509,47.09071241329052,0.01875927671790123,0.0,0.03417903557419777,1.0,0.7316833734512329,0.7316833734512329,0.0,0.25,0.9758014678955078,0.9758014678955078,0.1858848168661022,both,0.7129240967333317,0.6115468677133321,s2_low_viirs_high,False,False,0.0187592767179012,0.1727860237161318,0.015517935886024443,0.8116960403978437,0.1727860237161318,0.7316833734512329,0.525,0.34754960238933563,0.12745039761066437,0.525,0.2840824032000393,0.10279378933717222,0.7704979653892926,0.12670824527353508,0.22950203461070728,0.8972062106628277,0.16614791197393974,0.12670824527353508,medium_conflict,likely_no_damage,both
438,9,23,37.56712048466114,47.0907950080601,0.029112370684742928,0.0009447592310607433,0.05149460583925247,0.9072,0.7148851752281189,0.7148851752281189,0.0,0.25,0.9476532340049744,0.9476532340049744,0.21519194081487192,both,0.685772804543376,0.6064609631803631,s2_low_viirs_high,False,False,0.0291123706847429,0.2214497372261683,0.02266544384657578,0.7558848189272559,0.2214497372261683,0.7148851752281189,0.525,0.33957045823335646,0.1354295417666435,0.525,0.25974572500884535,0.12805554134648595,0.7148888144356842,0.15705564421782983,0.2851111855643158,0.871944458653514,0.20658336345540085,0.15705564421782983,medium_conflict,likely_no_damage,both
439,9,24,37.57370633885828,47.09087722426294,0.051349133253097534,0.005924047902226448,0.08471156656742096,0.1952,0.6917097568511963,0.6917097568511963,0.0,0.25,0.9100723266601562,0.9100723266601562,0.258432047556459,both,0.6403606235980988,0.6814724365186691,s2_low_viirs_high,True,False,0.0513491332530975,0.5283943777116139,0.024216539941796306,0.44738908234658975,0.5283943777116139,0.6917097568511963,0.525,0.3285621345043182,0.14643786549568175,0.525,0.15054133026849129,0.22871119343033428,0.4447195946899654,0.3265692118797001,0.5552804053100344,0.7712888065696655,0.39199579937018436,0.3265692118797001,low_conflict,insufficient_evidence,both
440,9,25,37.58029222204291,47.09095906189478,0.0,0.0,0.0,0.0016,0.6786039471626282,0.6786039471626282,0.0,0.25,0.889505922794342,0.889505922794342,0.04395260302611136,both,0.6786039471626282,0.7372827630138397,s2_low_viirs_high,True,False,0.001,0.54936,0.00045064000000000004,0.45018936000000004,0.54936,0.6786039471626282,0.525,0.3223368749022484,0.15266312509775162,0.525,0.14518142752733731,0.20760057771355964,0.4550015120307837,0.3373979102556567,0.5449984879692163,0.7923994222864403,0.37629953284138795,0.3373979102556567,low_conflict,insufficient_evidence,both
441,9,26,37.58687813408138,47.09104052095144,0.004766392987221479,0.0,0.00708821089938283,0.008,0.6777496933937073,0.6777496933937073,0.0,0.25,0.8883326649665833,0.8883326649665833,0.09120837503401404,both,0.6729833004064858,0.73238831028454,s2_low_viirs_high,True,False,0.0047663929872214,0.551525473932922,0.0021376058359935616,0.4463369202310845,0.551525473932922,0.6777496933937073,0.525,0.32193110436201094,0.15306889563798903,0.525,0.14401693861215667,0.20954107373055442,0.45219186600154465,0.3382670602679011,0.5478081339984555,0.7904589262694457,0.37867460386450497,0.3382670602679011,low_conflict,insufficient_evidence,both
442,9,27,37.593464074840085,47.09112160142865,0.02037365362048149,0.0,0.047247882932424545,0.56,0.7060589790344238,0.7060589790344238,0.0,0.25,0.933176577091217,0.933176577091217,0.1826785372429182,both,0.6856853254139423,0.6584797277897596,s2_low_viirs_high,False,False,0.0203736536204814,0.35749858862161626,0.01309010120609362,0.6294113101722902,0.35749858862161626,0.7060589790344238,0.525,0.3353780150413513,0.13962198495864866,0.525,0.21291838176386338,0.16664040842209277,0.5949005109974742,0.23845908058043302,0.4050994890025258,0.8333595915779073,0.2858699487123093,0.23845908058043302,medium_conflict,insufficient_evidence,both
443,9,28,37.600050044185366,47.09120230332225,0.029793739318847656,0.0,0.05386001244187355,0.96,,,,0.0,,,0.029793739318847656,s2_only,,0.156,single_source,False,True,0.0297937393188476,0.201906674961249,0.023778184478316852,0.774315140560434,0.201906674961249,,,,,,0.0,0.023778184478316852,0.774315140560434,0.201906674961249,0.22568485943956584,0.9762218155216831,0.12473152195894135,0.201906674961249,low_conflict,likely_no_damage,s2_only
444,9,29,37.60663604198362,47.09128262662806,0.005851294845342636,0.0,0.028512276709079742,0.8864,,,,0.0,,,0.005851294845342636,s2_only,,0.16704,single_source,False,True,0.0058512948453426,0.2144481844727198,0.0045964952889442955,0.7809553202383359,0.2144481844727198,,,,,,0.0,0.0045964952889442955,0.7809553202383359,0.2144481844727198,0.21904467976166409,0.9954035047110557,0.11182058752530419,0.2144481844727198,low_conflict,likely_no_damage,s2_only
445,9,30,37.61322206810119,47.09136257134191,0.0006804174627177417,0.0,0.0040799351409077644,0.9968,0.7314102053642273,0.7314102053642273,0.0,0.25,0.9754357933998108,0.9754357933998108,0.04961929839372462,both,0.7307297879015096,0.6244908515310567,s2_low_viirs_high,False,False,0.001,0.15399995676060513,0.0008460000432393949,0.8451540431961554,0.15399995676060513,0.7314102053642273,0.525,0.347419847548008,0.12758015245199203,0.525,0.29373122165628174,0.07679896151733975,0.8087262382671953,0.11447480021546502,0.19127376173280478,0.9232010384826603,0.13403636162507226,0.11447480021546502,medium_conflict,likely_no_damage,both
446,9,31,37.61980812240443,47.091442137459694,0.00371374050155282,0.0,0.022832047194242477,0.9024,,,,0.0,,,0.00371374050155282,s2_only,,0.16464,single_source,False,True,0.0037137405015528,0.2042613647961616,0.002955166798206843,0.7927834684056315,0.2042613647961616,,,,,,0.0,0.002955166798206843,0.7927834684056315,0.2042613647961616,0.20721653159436845,0.9970448332017932,0.10508584919628765,0.2042613647961616,low_conflict,likely_no_damage,s2_only
447,9,32,37.62639420475969,47.091521324977286,0.005391343496739864,0.0,0.019411509856581688,0.24,,,,0.0,,,0.005391343496739864,s2_only,,0.264,single_source,False,True,0.0053913434967398,0.4669410065710545,0.0028739041376018098,0.5301850892913438,0.4669410065710545,,,,,,0.0,0.0028739041376018098,0.5301850892913438,0.4669410065710545,0.4698149107086563,0.9971260958623982,0.23634440742312904,0.4669410065710545,low_conflict,insufficient_evidence,s2_only
448,9,33,37.632980315033336,47.09160013389058,,,,0.0,0.598530113697052,0.598530113697052,0.0,0.25,0.7740192413330078,0.7740192413330078,0.598530113697052,viirs_only,,0.2625,single_source,True,False,,,,,,0.598530113697052,0.525,0.28430180400609967,0.19069819599390028,0.525,0.0,0.28430180400609967,0.19069819599390028,0.525,0.8093018040060997,0.7156981959939003,0.5468018040060997,0.525,low_conflict,possible_damage,viirs_only
449,9,34,37.63956645309171,47.091678564195526,0.0033900300040841103,0.0,0.012742065824568272,0.1632,0.6099967956542969,0.6099967956542969,0.0,0.25,0.7897774577140808,0.7897774577140808,0.06798188462632888,both,0.6066067656502128,0.662644735955149,s2_low_viirs_high,True,False,0.0033900300040841,0.49321471054971217,0.0017180173368649208,0.5050672721134228,0.49321471054971217,0.6099967956542969,0.525,0.289748477935791,0.18525152206420897,0.525,0.14666073867663318,0.16910972016429274,0.5274497436097801,0.30344053622592704,0.47255025639021975,0.8308902798357072,0.3208299882772563,0.30344053622592704,low_conflict,insufficient_evidence,both
450,9,35,37.64615261880115,47.091756615888045,0.0058808098547160625,0.0,0.019470233470201492,0.5856,0.6454976201057434,0.6454976201057434,0.0,0.25,0.8395378589630127,0.8395378589630127,0.09402695298622736,both,0.6396168102510273,0.6223917671757191,s2_low_viirs_high,False,False,0.005880809854716,0.328740155646801,0.003947551507747421,0.6673122928454516,0.328740155646801,0.6454976201057434,0.525,0.3066113695502281,0.16838863044977187,0.525,0.2052702588190663,0.13096061802103048,0.6518730010428395,0.21716638093612983,0.3481269989571603,0.8690393819789693,0.2395438084890954,0.21716638093612983,medium_conflict,likely_no_damage,both
451,9,36,37.652738812028005,47.09183428896411,0.02169710025191307,0.0,0.06222221627831459,0.888,0.6617382168769836,0.6617382168769836,0.0,0.25,0.864793598651886,0.864793598651886,0.17238818623299138,both,0.6400411166250706,0.5773287816375494,s2_low_viirs_high,False,False,0.021697100251913,0.23628147751887635,0.016570477346515813,0.7471480451346079,0.23628147751887635,0.6617382168769836,0.525,0.31432565301656723,0.16067434698343278,0.525,0.23751024781384245,0.11564398889779802,0.7216682171459569,0.16268779395624522,0.27833178285404325,0.8843560111022021,0.19698788587592064,0.16268779395624522,medium_conflict,likely_no_damage,both
452,9,37,37.6593250326386,47.091911583419694,0.01398417353630066,0.0,0.03336896747350693,1.0,0.6776379346847534,0.6776379346847534,0.0,0.25,0.8895002007484436,0.8895002007484436,0.14724126107973895,both,0.6636537611484528,0.5770576328039169,s2_low_viirs_high,False,False,0.0139841735363006,0.17224597831567126,0.011575455884604383,0.8161785657997245,0.17224597831567126,0.6776379346847534,0.525,0.32187801897525786,0.15312198102474212,0.525,0.2644823966259976,0.08870650155169202,0.7883472382896028,0.12294626015870516,0.21165276171039718,0.911293498448308,0.15017963163104459,0.12294626015870516,medium_conflict,likely_no_damage,both
453,9,38,37.665911280499266,47.091988499250824,0.0396726094186306,0.003395383944734931,0.06559797376394272,1.0,0.6762090921401978,0.6762090921401978,0.0,0.25,0.8872355818748474,0.8872355818748474,0.22703941226356159,both,0.6365364827215672,0.558075537905097,s2_low_viirs_high,False,False,0.0396726094186306,0.19373198250929513,0.03198675614464236,0.7742812613460625,0.19373198250929513,0.6762090921401978,0.525,0.3211993187665939,0.15380068123340607,0.525,0.25361819856358714,0.11963548936025888,0.7440947213420381,0.13626978929770295,0.2559052786579618,0.8803645106397411,0.18777038400911034,0.13626978929770295,medium_conflict,likely_no_damage,both
454,9,39,37.67249755547634,47.092065036453505,0.030969908460974693,0.002053528558462858,0.048664480447769165,0.7392,0.6532429456710815,0.6532429456710815,0.0,0.25,0.8513733148574829,0.8513733148574829,0.19702745117561746,both,0.6222730372101068,0.5872111260470748,s2_low_viirs_high,False,False,0.0309699084609746,0.2867629869651794,0.022088885004667342,0.6911481280301534,0.2867629869651794,0.6532429456710815,0.525,0.3102903991937637,0.16470960080623626,0.525,0.21809487997987242,0.13739574345024094,0.6700609871658169,0.19254326938394234,0.32993901283418325,0.8626042565497591,0.2336673781422121,0.19254326938394234,medium_conflict,likely_no_damage,both
455,9,40,37.67908385743615,47.09214119502377,0.019664695486426353,0.0,0.04351526498794556,0.5792,0.6395769119262695,0.6395769119262695,0.0,0.25,0.8316189646720886,0.8316189646720886,0.1587216258902253,both,0.6199122164398432,0.6095585515078902,s2_low_viirs_high,False,False,0.0196646954864263,0.3473301766586303,0.012834553329187684,0.639835270012182,0.3473301766586303,0.6395769119262695,0.525,0.303799033164978,0.17120096683502198,0.525,0.19657862435340612,0.14457648348572472,0.6284587527263727,0.22696476378790256,0.37154124727362725,0.8554235165142753,0.258058865379676,0.22696476378790256,low_conflict,likely_no_damage,both
456,9,41,37.685670186245005,47.09221697495771,0.05503995716571808,0.022962164133787155,0.07448331266641617,0.32,0.5807467103004456,0.5807467103004456,0.0,0.25,0.7487286329269409,0.7487286329269409,0.22121121837311336,both,0.5257067531347275,0.5824947271943092,s2_low_viirs_high,False,False,0.055039957165718,0.47165554177761065,0.02908005634930479,0.4992644018730845,0.47165554177761065,0.5807467103004456,0.525,0.27585468739271163,0.19914531260728835,0.525,0.14351558241732873,0.17910108849853212,0.531787802939654,0.2891111085618139,0.468212197060346,0.8208989115014679,0.32365664277943906,0.2891111085618139,low_conflict,insufficient_evidence,both
457,9,42,37.69225654176923,47.09229237625138,0.025240840390324593,0.0,0.04790776968002319,0.0928,0.5815927386283875,0.5815927386283875,0.0,0.25,0.7512829303741455,0.7512829303741455,0.15946609538332107,both,0.5563518982380629,0.638026328766644,s2_low_viirs_high,True,False,0.0252408403903245,0.5448185131200154,0.011489163258968276,0.44369232362101635,0.5448185131200154,0.5815927386283875,0.525,0.27625655084848405,0.19874344915151596,0.525,0.12485630689544357,0.18250197294042467,0.49066059265686285,0.32683743440271257,0.5093394073431372,0.8174980270595754,0.34592069014178095,0.32683743440271257,low_conflict,insufficient_evidence,both
