grid_id,grid_row,grid_col,lon_center,lat_center,p_s2_mean,p_s2_median,p_s2_std,p_s2_valid_ratio,p_viirs_mean,p_viirs_median,p_viirs_std,p_viirs_valid_ratio,viirs_loss_rate_mean,viirs_loss_rate_median,p_fused,fusion_source,disagreement,uncertainty,evidence_type,p_s2_low_quality,p_viirs_low_quality,p_weighted_best,weighted_best_s2_version,weighted_best_w_viirs
248,5,17,37.52810166779784,47.07230243882554,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,0.0009999999999999996,s2_original,0.9500000000000001
249,5,18,37.53468513008677,47.07238687353647,,,,0.0,0.6902684569358826,0.6902684569358826,0.0,0.25,0.9087783098220824,0.9087783098220824,0.6902684569358826,viirs_only,,0.2625,single_source,True,False,0.6025180707840849,s2_original,0.9500000000000001
250,5,19,37.541268622128754,47.07247092993876,,,,0.0,0.5885770320892334,0.5885770320892334,0.0,0.25,0.7631361484527588,0.7631361484527588,0.5885770320892334,viirs_only,,0.2625,single_source,True,False,0.4987109953698323,s2_original,0.9500000000000001
251,5,20,37.54785214379036,47.07255460802803,,,,0.0,0.5139316916465759,0.5139316916465759,0.0,0.25,0.6560378670692444,0.6560378670692444,0.5139316916465759,viirs_only,,0.2625,single_source,True,False,0.4274204217776991,s2_original,0.9500000000000001
252,5,21,37.554435694938135,47.0726379078,,,,0.0,0.5344630479812622,0.5344630479812622,0.0,0.25,0.6839021444320679,0.6839021444320679,0.5344630479812622,viirs_only,,0.2625,single_source,True,False,0.4466611829978979,s2_original,0.9500000000000001
253,5,22,37.561019275438646,47.07272082925032,,,,0.0,0.5018199682235718,0.5018199682235718,0.0,0.25,0.6394809484481812,0.6394809484481812,0.5018199682235718,viirs_only,,0.2625,single_source,True,False,0.41619288449761677,s2_original,0.9500000000000001
254,5,23,37.56760288515842,47.07280337237473,,,,0.0,0.4321365654468536,0.4321365654468536,0.0,0.25,0.5447391867637634,0.5447391867637634,0.4321365654468536,viirs_only,,0.2625,single_source,True,False,0.35324171356407946,s2_original,0.9500000000000001
255,5,24,37.57418652396402,47.07288553716897,,,,0.0,0.4851764440536499,0.4851764440536499,0.0,0.25,0.6168546080589294,0.6168546080589294,0.4851764440536499,viirs_only,,0.2625,single_source,True,False,0.40090786483051505,s2_original,0.9500000000000001
256,5,25,37.58077019172199,47.07296732362878,,,,0.0,0.5323887467384338,0.5323887467384338,0.0,0.25,0.6808211803436279,0.6808211803436279,0.5323887467384338,viirs_only,,0.2625,single_source,True,False,0.44470511003063506,s2_original,0.9500000000000001
257,5,26,37.58735388829884,47.07304873174993,,,,0.0,0.5060663819313049,0.5060663819313049,0.0,0.25,0.6447935104370117,0.6447935104370117,0.5060663819313049,viirs_only,,0.2625,single_source,True,False,0.42011913380300364,s2_original,0.9500000000000001
258,5,27,37.59393761356113,47.07312976152824,,,,0.0,0.5000755786895752,0.5000755786895752,0.0,0.25,0.6365996599197388,0.6365996599197388,0.5000755786895752,viirs_only,,0.2625,single_source,True,False,0.41458316458111116,s2_original,0.9500000000000001
259,5,28,37.600521367375386,47.07321041295949,,,,0.0,0.5139606595039368,0.5139606595039368,0.0,0.25,0.655728280544281,0.655728280544281,0.5139606595039368,viirs_only,,0.2625,single_source,True,False,0.42744738256500475,s2_original,0.9500000000000001
260,5,29,37.60710514960813,47.07329068603953,,,,0.0,0.4699843227863312,0.4699843227863312,0.0,0.25,0.5964464545249939,0.5964464545249939,0.4699843227863312,viirs_only,,0.2625,single_source,True,False,0.38709622980088015,s2_original,0.9500000000000001
261,5,30,37.61368896012587,47.073370580764205,,,,0.0,0.4208332896232605,0.4208332896232605,0.0,0.25,0.5292097330093384,0.5292097330093384,0.4208332896232605,viirs_only,,0.2625,single_source,True,False,0.3432772164173271,s2_original,0.9500000000000001
262,5,31,37.62027279879515,47.0734500971294,,,,0.0,0.3902255892753601,0.3902255892753601,0.0,0.25,0.4864973127841949,0.4864973127841949,0.3902255892753601,viirs_only,,0.2625,single_source,True,False,0.31661246102932206,s2_original,0.9500000000000001
263,5,32,37.62685666548247,47.07352923513098,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,0.0009999999999999996,s2_original,0.9500000000000001
264,5,33,37.63344056005435,47.07360799476487,,,,0.0,0.2508721649646759,0.2508721649646759,0.0,0.25,0.2638503313064575,0.2638503313064575,0.2508721649646759,viirs_only,,0.2625,single_source,True,False,0.20027034366297564,s2_original,0.9500000000000001
265,5,34,37.6400244823773,47.073686376027005,,,,0.0,0.2919186651706695,0.2919186651706695,0.0,0.25,0.3355545997619629,0.3355545997619629,0.2919186651706695,viirs_only,,0.2625,single_source,True,False,0.23377490096827075,s2_original,0.9500000000000001
266,5,35,37.64660843231781,47.07376437891332,,,,0.0,0.3776876032352447,0.3776876032352447,0.0,0.25,0.466061532497406,0.466061532497406,0.3776876032352447,viirs_only,,0.2625,single_source,True,False,0.3058180460053318,s2_original,0.9500000000000001
267,5,36,37.6531924097424,47.0738420034198,,,,0.0,0.3946608603000641,0.3946608603000641,0.0,0.25,0.4900882542133331,0.4900882542133331,0.3946608603000641,viirs_only,,0.2625,single_source,True,False,0.32044844780459353,s2_original,0.9500000000000001
268,5,37,37.659776414517545,47.073919249542406,,,,0.0,0.2073699533939361,0.2073699533939361,0.0,0.25,0.1566919088363647,0.1566919088363647,0.2073699533939361,viirs_only,,0.2625,single_source,True,False,0.16532250061821116,s2_original,0.9500000000000001
269,5,38,37.66636044650976,47.07399611727717,,,,0.0,0.3861884474754333,0.3861884474754333,0.0,0.25,0.4432995319366455,0.4432995319366455,0.3861884474754333,viirs_only,,0.2625,single_source,True,False,0.3131288139089969,s2_original,0.9500000000000001
270,5,39,37.672944505585534,47.07407260662012,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,0.0009999999999999996,s2_original,0.9500000000000001
271,5,40,37.67952859161134,47.0741487175673,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,0.0009999999999999996,s2_original,0.9500000000000001
272,5,41,37.68611270445367,47.07422445011476,,,,0.0,0.2882727682590484,0.2882727682590484,0.0,0.25,0.3309765458106994,0.3309765458106994,0.2882727682590484,viirs_only,,0.2625,single_source,True,False,0.23077577268387722,s2_original,0.9500000000000001
273,5,42,37.69269684397901,47.07429980425858,,,,0.0,0.3482165038585663,0.3482165038585663,0.0,0.25,0.424719899892807,0.424719899892807,0.3482165038585663,viirs_only,,0.2625,single_source,True,False,0.28072234642691124,s2_original,0.9500000000000001
274,5,43,37.699281010053824,47.074374779994905,,,,0.0,0.3503523170948028,0.3503523170948028,0.0,0.25,0.4236353635787964,0.4236353635787964,0.3503523170948028,viirs_only,,0.2625,single_source,True,False,0.28252843535196087,s2_original,0.9500000000000001
275,5,44,37.705865202544594,47.07444937731982,,,,0.0,0.2726708352565765,0.2726708352565765,0.0,0.25,0.2641728520393371,0.2641728520393371,0.2726708352565765,viirs_only,,0.2625,single_source,True,False,0.21799383207250853,s2_original,0.9500000000000001
276,5,45,37.71244942131779,47.0745235962295,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,0.0009999999999999996,s2_original,0.9500000000000001
277,5,46,37.71903366623987,47.07459743672008,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,0.0009999999999999996,s2_original,0.9500000000000001
278,6,1,37.422637692043615,47.07539765406083,0.2690114676952362,0.2881913483142853,0.1038850024342536,0.9008,0.2010190635919571,0.2010190635919571,0.0,0.25,0.1591615974903106,0.1591615974903106,0.2332963977157736,both,0.0679924041032791,0.1749746828722953,both_low,False,False,0.20409038677284397,s2_original,0.9500000000000001
279,6,2,37.4292212135833,47.07548815525292,0.2192325443029403,0.3120928108692169,0.1917771399021148,1.0,0.2848968803882599,0.2848968803882599,0.0,0.25,0.3219868540763855,0.3219868540763855,0.2506362360819165,both,0.0656643360853195,0.1584650352597236,both_low,False,False,0.2813466230665209,s2_original,0.9500000000000001
280,6,3,37.43580476702022,47.07557827814941,0.2547712028026581,0.3232925832271576,0.1506727486848831,1.0,0.2098177224397659,0.2098177224397659,0.0,0.25,0.1514137834310531,0.1514137834310531,0.2315330490183907,both,0.0449534803628921,0.1439674362540245,both_low,False,False,0.21192020594590108,s2_original,0.9500000000000001
281,6,4,37.44238835222095,47.07566802274564,0.1489570438861847,0.0925835072994232,0.1485480219125747,1.0,0.1377383023500442,0.1377383023500442,0.0,0.25,-0.0948530659079551,-0.0948530659079551,0.1432562397375045,both,0.0112187415361404,0.1203531190752983,both_low,False,False,0.13828195618684086,s2_original,0.9500000000000001
282,6,5,37.44897196905208,47.07575738903699,0.0698864534497261,0.0334511399269104,0.0811985954642295,1.0,0.2419406920671463,0.2419406920671463,0.0,0.25,0.1587876975536346,0.1587876975536346,0.1340920712989312,both,0.1720542386174202,0.2329379670321941,both_low,False,False,0.2289256903693105,s2_original,0.9500000000000001
283,6,6,37.45555561738016,47.07584637701881,0.0156552847474813,0.0,0.031334962695837,1.0,0.4416026175022125,0.4416026175022125,0.0,0.25,0.5235045552253723,0.5235045552253723,0.1008410757956108,both,0.4259473327547312,0.4106631329283118,both_low,False,False,0.3941297223503671,s2_original,0.9500000000000001
284,6,7,37.462139297071786,47.07593498668655,0.0275080874562263,0.0,0.0455745197832584,1.0,0.6134970784187317,0.6134970784187317,0.0,0.25,0.7944060564041138,0.7944060564041138,0.1748447927494819,both,0.5859889909625053,0.5226922936737537,s2_low_viirs_high,False,False,0.5647998021558976,s2_original,0.9500000000000001
285,6,8,37.46872300799352,47.07602321803557,0.3270669877529144,0.4073991775512695,0.2493706345558166,1.0,0.5142403244972229,0.5142403244972229,0.0,0.25,0.658069372177124,0.658069372177124,0.4176927686786099,both,0.1871733367443084,0.2435213357210159,s2_low_viirs_high,False,False,0.5045133354911645,s2_original,0.9500000000000001
286,6,9,37.47530675001191,47.07611107106137,0.4189884662628174,0.4472537934780121,0.0997545272111892,1.0,0.5462566018104553,0.5462566018104553,0.0,0.25,0.7007279396057129,0.7007279396057129,0.4823360766021463,both,0.1272681355476379,0.2015876948833465,s2_low_viirs_high,False,False,0.5398981879542183,s2_original,0.9500000000000001
287,6,10,37.48189052299352,47.07619854575937,0.0229818653315305,0.0,0.0631876364350318,1.0,0.6132856011390686,0.6132856011390686,0.0,0.25,0.7958131432533264,0.7958131432533264,0.1618770467724,both,0.590303735807538,0.5257126150652767,s2_low_viirs_high,False,False,0.562323461554057,s2_original,0.9500000000000001
288,6,11,37.48847432680492,47.07628564212506,0.008679449558258,0.0,0.018892478197813,1.0,0.7104135751724243,0.7104135751724243,0.0,0.25,0.9405315518379213,0.9405315518379213,0.1278233046859789,both,0.7017341256141663,0.6037138879299163,s2_low_viirs_high,False,False,0.6492216973977898,s2_original,0.9500000000000001
289,6,12,37.49505816131265,47.07637236015393,0.010484461672604,0.0,0.0264424718916416,1.0,0.7130159735679626,0.7130159735679626,0.0,0.25,0.9444302916526794,0.9444302916526794,0.1395993113232861,both,0.7025315118953586,0.6042720583267509,s2_low_viirs_high,False,False,0.6541219047332111,s2_original,0.9500000000000001
290,6,13,37.50164202638325,47.07645869984152,0.0093603143468499,0.0,0.0217550564557313,0.9648,0.7080495357513428,0.7080495357513428,0.0,0.25,0.9362469911575316,0.9362469911575316,0.1314759824087673,both,0.6986892214044929,0.606862454983145,s2_low_viirs_high,False,False,0.6476076424867057,s2_original,0.9500000000000001
291,6,14,37.50822592188327,47.07654466118335,0.0263283904641866,0.0,0.0458639413118362,0.8592,0.7092453241348267,0.7092453241348267,0.0,0.25,0.938277781009674,0.938277781009674,0.2043455873906897,both,0.68291693367064,0.6116618535694479,s2_low_viirs_high,False,False,0.6607446112036491,s2_original,0.9500000000000001
292,6,15,37.51480984767924,47.076630244174986,0.0199526119977235,0.0,0.0479815676808357,1.0,0.7183746099472046,0.7183746099472046,0.0,0.25,0.9533030986785888,0.9533030986785888,0.1855915490050411,both,0.698421997949481,0.6013953985646366,s2_low_viirs_high,False,False,0.6670517768293653,s2_original,0.9500000000000001
293,6,16,37.52139380363771,47.076715448812,0.0093604745343327,0.0,0.0251411870121955,0.9872,0.7129312753677368,0.7129312753677368,0.0,0.25,0.9447302222251892,0.9447302222251892,0.1328379763376078,both,0.7035708008334041,0.6069195605833828,s2_low_viirs_high,False,False,0.6527360032368305,s2_original,0.9500000000000001
294,6,17,37.5279777896252,47.07680027509,0.012660794891417,0.0,0.0327973254024982,0.5312,0.7181164026260376,0.7181164026260376,0.0,0.25,0.9528809189796448,0.9528809189796448,0.1530751495003059,both,0.7054556077346206,0.6766389254142344,s2_low_viirs_high,False,False,0.6616275159317578,s2_original,0.9500000000000001
295,6,18,37.53456180550823,47.07688472300458,0.01408720202744,0.0,0.0284182671457529,0.0224,0.6975312829017639,0.6975312829017639,0.0,0.25,0.9194119572639464,0.9194119572639464,0.1536356775191591,both,0.6834440808743238,0.7375508566120266,s2_low_viirs_high,True,False,0.6413839556932801,s2_original,0.9500000000000001
296,6,19,37.54114585115335,47.07696879255139,,,,0.0,0.6909381151199341,0.6909381151199341,0.0,0.25,0.9111102819442748,0.9111102819442748,0.6909381151199341,viirs_only,,0.2625,single_source,True,False,0.6032309027722281,s2_original,0.9500000000000001
297,6,20,37.54772992642706,47.077052483726085,,,,0.0,0.6894184350967407,0.6894184350967407,0.0,0.25,0.9096218943595886,0.9096218943595886,0.6894184350967407,viirs_only,,0.2625,single_source,True,False,0.6016138439127654,s2_original,0.9500000000000001
298,6,21,37.55431403119587,47.07713579652433,,,,0.0,0.58370041847229,0.58370041847229,0.0,0.25,0.7558638453483582,0.7558638453483582,0.58370041847229,viirs_only,,0.2625,single_source,True,False,0.49393675853363933,s2_original,0.9500000000000001
299,6,22,37.56089816532631,47.07721873094185,,,,0.0,0.5138784050941467,0.5138784050941467,0.0,0.25,0.6559662818908691,0.6559662818908691,0.5138784050941467,viirs_only,,0.2625,single_source,True,False,0.42737082859646947,s2_original,0.9500000000000001
300,6,23,37.56748232868488,47.07730128697431,,,,0.0,0.5027223229408264,0.5027223229408264,0.0,0.25,0.6408564448356628,0.6408564448356628,0.5027223229408264,viirs_only,,0.2625,single_source,True,False,0.4170262939104683,s2_original,0.9500000000000001
301,6,24,37.57406652113807,47.07738346461748,,,,0.0,0.5091537833213806,0.5091537833213806,0.0,0.25,0.6495625376701355,0.6495625376701355,0.5091537833213806,viirs_only,,0.2625,single_source,True,False,0.4229806238401756,s2_original,0.9500000000000001
302,6,25,37.5806507425524,47.07746526386709,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,0.0009999999999999996,s2_original,0.9500000000000001
303,6,26,37.587234992794365,47.07754668471893,,,,0.0,0.5714871287345886,0.5714871287345886,0.0,0.25,0.7350798845291138,0.7350798845291138,0.5714871287345886,viirs_only,,0.2625,single_source,True,False,0.4820545582993402,s2_original,0.9500000000000001
304,6,27,37.593819271730446,47.07762772716879,,,,0.0,0.5324915051460266,0.5324915051460266,0.0,0.25,0.6815338730812073,0.6815338730812073,0.5324915051460266,viirs_only,,0.2625,single_source,True,False,0.44480194632681513,s2_original,0.9500000000000001
305,6,28,37.60040357922715,47.07770839121246,,,,0.0,0.5449252724647522,0.5449252724647522,0.0,0.25,0.6982213854789734,0.6982213854789734,0.5449252724647522,viirs_only,,0.2625,single_source,True,False,0.4565697054509807,s2_original,0.9500000000000001
306,6,29,37.60698791515095,47.0777886768458,,,,0.0,0.4257323145866394,0.4257323145866394,0.0,0.25,0.5353256464004517,0.5353256464004517,0.4257323145866394,viirs_only,,0.2625,single_source,True,False,0.3475880087572989,s2_original,0.9500000000000001
307,6,30,37.61357227936833,47.07786858406464,,,,0.0,0.3990105092525482,0.3990105092525482,0.0,0.25,0.4981175065040588,0.4981175065040588,0.3990105092525482,viirs_only,,0.2625,single_source,True,False,0.32421941602661525,s2_original,0.9500000000000001
308,6,31,37.62015667174577,47.07794811286485,,,,0.0,0.4431177675724029,0.4431177675724029,0.0,0.25,0.5598867535591125,0.5598867535591125,0.4431177675724029,viirs_only,,0.2625,single_source,True,False,0.3629853823833316,s2_original,0.9500000000000001
309,6,32,37.62674109214974,47.07802726324234,,,,0.0,0.4165407121181488,0.4165407121181488,0.0,0.25,0.5222563147544861,0.5222563147544861,0.4165407121181488,viirs_only,,0.2625,single_source,True,False,0.3395099764124321,s2_original,0.9500000000000001
310,6,33,37.63332554044673,47.078106035193,,,,0.0,0.399784654378891,0.399784654378891,0.0,0.25,0.4989700615406036,0.4989700615406036,0.399784654378891,viirs_only,,0.2625,single_source,True,False,0.32489151323152027,s2_original,0.9500000000000001
311,6,34,37.63991001650319,47.078184428712746,,,,0.0,0.4057475924491882,0.4057475924491882,0.0,0.25,0.5077975392341614,0.5077975392341614,0.4057475924491882,viirs_only,,0.2625,single_source,True,False,0.33007807031658076,s2_original,0.9500000000000001
312,6,35,37.64649452018558,47.07826244379757,,,,0.0,0.4566128253936767,0.4566128253936767,0.0,0.25,0.5773919224739075,0.5773919224739075,0.4566128253936767,viirs_only,,0.2625,single_source,True,False,0.37504709331879194,s2_original,0.9500000000000001
313,6,36,37.65307905136038,47.0783400804434,,,,0.0,0.4661518931388855,0.4661518931388855,0.0,0.25,0.5907269716262817,0.5907269716262817,0.4661518931388855,viirs_only,,0.2625,single_source,True,False,0.38363267573408716,s2_original,0.9500000000000001
314,6,37,37.65966360989403,47.07841733864622,,,,0.0,0.3566019833087921,0.3566019833087921,0.0,0.25,0.417492002248764,0.417492002248764,0.3566019833087921,viirs_only,,0.2625,single_source,True,False,0.28782441997740044,s2_original,0.9500000000000001
315,6,38,37.666248195653,47.07849421840206,,,,0.0,0.4749569594860077,0.4749569594860077,0.0,0.25,0.5994008779525757,0.5994008779525757,0.4749569594860077,viirs_only,,0.2625,single_source,True,False,0.3916025398840828,s2_original,0.9500000000000001
316,6,39,37.67283280850372,47.07857071970694,0.0250283032655715,0.0059774862602353,0.039644967764616,0.0864,0.5036441087722778,0.5036441087722778,0.0,0.25,0.6398367881774902,0.6398367881774902,0.1389650998514674,both,0.4786158055067062,0.5845710638546944,s2_low_viirs_high,True,False,0.4577827070566914,s2_original,0.9500000000000001
317,6,40,37.67941744831265,47.07864684255691,0.0395091734826564,0.0040956707671284,0.0652648732066154,0.1632,,,,0.0,,,0.0395091734826564,s2_only,,0.27552,single_source,True,True,0.001203926153244076,s2_original,0.9500000000000001
318,6,41,37.68600211494624,47.078722586948,0.0322763361036777,0.0070766401477158,0.0438374392688274,0.0128,0.2952625155448913,0.2952625155448913,0.0,0.25,0.3426029086112976,0.3426029086112976,0.1057141810904432,both,0.2629861794412136,0.4446703256088495,both_low,True,False,0.2696314756631169,s2_original,0.9500000000000001
319,6,42,37.6925868082709,47.07879795287634,0.0016394706908613,0.0,0.004269971512258,0.032,0.3594198822975158,0.3594198822975158,0.0,0.25,0.4401256442070007,0.4401256442070007,0.029460207071743,both,0.3577804116066545,0.5081462881246581,both_low,True,False,0.2953425743865849,s2_original,0.9500000000000001
320,6,43,37.6991715281531,47.07887294033802,0.0159195065498352,0.0,0.0380770787596702,0.1232,0.4039916098117828,0.4039916098117828,0.0,0.25,0.5029534697532654,0.5029534697532654,0.0947892680377836,both,0.3880721032619476,0.5156704722833633,both_low,True,False,0.35993973337710644,s2_original,0.9500000000000001
321,6,44,37.70575627445926,47.078947549329165,0.0124478656798601,0.0,0.036911766976118,0.1744,0.4438945353031158,0.4438945353031158,0.0,0.25,0.5595716238021851,0.5595716238021851,0.091162263516659,both,0.4314466696232557,0.538352668736279,both_low,True,False,0.39346115746065213,s2_original,0.9500000000000001
322,6,45,37.712341047055816,47.0790217798459,0.0051008448936045,0.0,0.0179042108356952,0.1536,,,,0.0,,,0.0051008448936045,s2_only,,0.27696,single_source,True,True,0.0010850118178375797,s2_original,0.9500000000000001
323,6,46,37.71892584580917,47.07909563188441,0.0241403300315141,0.0042017740197479,0.0403007641434669,0.04,,,,0.0,,,0.0241403300315141,s2_only,,0.294,single_source,True,True,0.0011737362867628688,s2_original,0.9500000000000001
324,7,1,37.42250492559365,47.07989526719269,0.2253782004117965,0.2497682720422744,0.1319757103919983,0.792,0.219617560505867,0.219617560505867,0.0,0.25,0.1906958669424057,0.1906958669424057,0.2224845713060296,both,0.0057606399059295,0.1477324479341507,both_low,False,False,0.21990306294988474,s2_original,0.9500000000000001
325,7,2,37.42908900071112,47.0799857825365,0.0529494397342205,0.0,0.1249895840883255,1.0,0.348295658826828,0.348295658826828,0.0,0.25,0.4246935844421386,0.4246935844421386,0.1473828324295141,both,0.2953462190926075,0.3192423533648252,both_low,False,False,0.3231325032461614,s2_original,0.9500000000000001
326,7,3,37.43567310773548,47.0800759195256,0.3819279670715332,0.3895439505577087,0.1119997426867485,1.0,0.3182618916034698,0.3182618916034698,0.0,0.25,0.348196417093277,0.348196417093277,0.3494240133329729,both,0.0636660754680633,0.1570662528276443,both_low,False,False,0.3213115272360419,s2_original,0.9500000000000001
327,7,4,37.44225724653329,47.08016567815535,0.3527876734733581,0.348069429397583,0.0735897272825241,1.0,0.2078972309827804,0.2078972309827804,0.0,0.25,0.106732964515686,0.106732964515686,0.2744367076939264,both,0.1448904424905777,0.2139233097434043,both_low,False,False,0.21397905479099238,s2_original,0.9500000000000001
328,7,5,37.44884141697107,47.08025505842109,0.1147947385907173,0.0917725637555122,0.1185505017638206,1.0,0.290320336818695,0.290320336818695,0.0,0.25,0.3216029107570648,0.3216029107570648,0.1872085481962529,both,0.1755255982279777,0.2353679187595844,both_low,False,False,0.2786292807926486,s2_original,0.9500000000000001
329,7,6,37.45542561891536,47.08034406031821,0.0849172472953796,0.0810010582208633,0.0680342614650726,1.0,0.3415181040763855,0.3415181040763855,0.0,0.25,0.3850166201591491,0.3850166201591491,0.1799130328876008,both,0.2566008567810058,0.292120599746704,both_low,False,False,0.32244101660521185,s2_original,0.9500000000000001
330,7,7,37.4620098522327,47.08043268384211,0.0799120962619781,0.0449765659868717,0.0908174514770507,1.0,0.4599261879920959,0.4599261879920959,0.0,0.25,0.5828049778938293,0.5828049778938293,0.2138133336879185,both,0.3800140917301178,0.3785098642110824,both_low,False,False,0.4317327853014822,s2_original,0.9500000000000001
331,7,8,37.46859411678959,47.08052092898821,0.100344680249691,0.0500904805958271,0.1243885308504104,1.0,0.4164739847183227,0.4164739847183227,0.0,0.25,0.5231332182884216,0.5231332182884216,0.2200572390070936,both,0.3161293044686317,0.3337905131280422,both_low,False,False,0.39410918216483215,s2_original,0.9500000000000001
332,7,9,37.47517841245258,47.08060879575195,0.1223621591925621,0.0,0.1855770647525787,1.0,0.5489507913589478,0.5489507913589478,0.0,0.25,0.7055608630180359,0.7055608630180359,0.2917482678638672,both,0.4265886321663856,0.4111120425164699,s2_low_viirs_high,False,False,0.5220103409725536,s2_original,0.9500000000000001
333,7,10,37.481762739088175,47.08069628412878,0.0123947085812687,0.0,0.0582132004201412,1.0,0.6539798974990845,0.6539798974990845,0.0,0.25,0.8543378114700317,0.8543378114700317,0.1334587975914483,both,0.6415851889178157,0.561609632242471,s2_low_viirs_high,False,False,0.5952832926645919,s2_original,0.9500000000000001
334,7,11,37.48834709656288,47.08078339411418,0.0099113443866372,0.0,0.0307776257395744,1.0,0.6990906596183777,0.6990906596183777,0.0,0.25,0.9220125079154968,0.9220125079154968,0.1323232388835092,both,0.6891793152317405,0.5949255206622183,s2_low_viirs_high,False,False,0.6389055586083262,s2_original,0.9500000000000001
335,7,12,37.49493148474323,47.08087012570366,0.0087364306673407,0.0,0.0239787027239799,1.0,0.7002276182174683,0.7002276182174683,0.0,0.25,0.9237083792686462,0.9237083792686462,0.1254778496410445,both,0.6914911875501275,0.5965438312850893,s2_low_viirs_high,False,False,0.6386221677259993,s2_original,0.9500000000000001
336,7,13,37.50151590349572,47.08095647889272,0.0041219326667487,0.0,0.014738599769771,0.5216,0.7080267071723938,0.7080267071723938,0.0,0.25,0.9361769556999208,0.9361769556999208,0.0910615606166324,both,0.703904774505645,0.6769933421539515,s2_low_viirs_high,False,False,0.6381083806936493,s2_original,0.9500000000000001
337,7,14,37.50810035268684,47.08104245367691,0.0078928144648671,0.0,0.0199563950300216,0.8672,0.7112246155738831,0.7112246155738831,0.0,0.25,0.9414102435112,0.9414102435112,0.1227901310179251,both,0.7033318011090159,0.6247522607763112,s2_low_viirs_high,False,False,0.6489844543017871,s2_original,0.9500000000000001
338,7,15,37.5146848321831,47.081128050051774,0.0262677893042564,0.0016817131545394,0.0509729534387588,1.0,0.714464008808136,0.714464008808136,0.0,0.25,0.9467663168907166,0.9467663168907166,0.2062279578321401,both,0.6881962195038795,0.5942373536527157,s2_low_viirs_high,False,False,0.6661152138879054,s2_original,0.9500000000000001
339,7,16,37.52126934185099,47.0812132680129,0.0142061756923794,0.0,0.0402156822383403,1.0,0.7197203040122986,0.7197203040122986,0.0,0.25,0.9555051326751708,0.9555051326751708,0.1613323606046344,both,0.7055141283199191,0.6063598898239433,s2_low_viirs_high,False,False,0.6646158015464153,s2_original,0.9500000000000001
340,7,17,37.52785388155701,47.08129810755589,0.0151574984192848,0.0,0.0362079143524169,1.0,0.7252699732780457,0.7252699732780457,0.0,0.25,0.96485036611557,0.96485036611557,0.1677559259943838,both,0.7101124748587608,0.6095787324011326,s2_low_viirs_high,False,False,0.6711780417558867,s2_original,0.9500000000000001
341,7,18,37.53443845116763,47.08138256867633,0.0153655214235186,0.0,0.039061814546585,0.832,0.7174721956253052,0.7174721956253052,0.0,0.25,0.9518663883209229,0.9518663883209229,0.1660210515538875,both,0.7021066742017865,0.6291746719412505,s2_low_viirs_high,False,False,0.6631474682430096,s2_original,0.9500000000000001
342,7,19,37.54102305054936,47.08146665136987,0.0061442339792847,0.0,0.0161916259676218,0.4496,0.7041099667549133,0.7041099667549133,0.0,0.25,0.9298911690711976,0.9298911690711976,0.1081705591631594,both,0.6979657327756286,0.68363601294294,s2_low_viirs_high,False,False,0.6386005849128427,s2_original,0.9500000000000001
343,7,20,37.54760767956864,47.08155035563217,0.0091686071828007,0.0,0.0254914425313472,0.264,0.6906332969665527,0.6906332969665527,0.0,0.25,0.9082976579666138,0.9082976579666138,0.1256655829524923,both,0.681464689783752,0.6999252828486263,s2_low_viirs_high,False,False,0.6292007728099026,s2_original,0.9500000000000001
344,7,21,37.55419233809199,47.0816336814589,0.0014799552736803,0.0,0.0059298099949955,0.0768,0.6664831042289734,0.6664831042289734,0.0,0.25,0.87152099609375,0.87152099609375,0.0516139065132249,both,0.665003148955293,0.7164822042687051,s2_low_viirs_high,True,False,0.5822440020002367,s2_original,0.9500000000000001
345,7,22,37.56077702598584,47.08171662884575,0.0221063904464244,0.0,0.0442127808928489,0.008,0.6484847664833069,0.6484847664833069,0.0,0.25,0.844816267490387,0.844816267490387,0.1695845712217506,both,0.6263783760368824,0.6997648632258175,s2_low_viirs_high,True,False,0.5968337240874728,s2_original,0.9500000000000001
346,7,23,37.567361743116685,47.08179919778842,,,,0.0,0.5589324831962585,0.5589324831962585,0.0,0.25,0.7202155590057373,0.7202155590057373,0.5589324831962585,viirs_only,,0.2625,single_source,True,False,0.46994912368983877,s2_original,0.9500000000000001
347,7,24,37.57394648935098,47.08188138828266,,,,0.0,0.516281008720398,0.516281008720398,0.0,0.25,0.6593654155731201,0.6593654155731201,0.516281008720398,viirs_only,,0.2625,single_source,True,False,0.429608650038714,s2_original,0.9500000000000001
348,7,25,37.580531264555184,47.08196320032422,,,,0.0,0.6006008982658386,0.6006008982658386,0.0,0.25,0.7750999331474304,0.7750999331474304,0.6006008982658386,viirs_only,,0.2625,single_source,True,False,0.5105567475010839,s2_original,0.9500000000000001
349,7,26,37.58711606859576,47.08204463390887,,,,0.0,,,,0.0,,,,no_data,,0.3,no_data,True,True,0.0009999999999999996,s2_original,0.9500000000000001
