grid_id,p_viirs_only_mean,p_viirs_only_sd,p_viirs_only_ci_2_5,p_viirs_only_ci_97_5
670,0.5579655338859781,0.09279200607362906,0.3949832343629978,0.7588702795549883
671,0.5593696496849658,0.09311489714908984,0.40106024831743586,0.7569589435997185
672,0.5609801443042645,0.0917794761150775,0.40192726928344036,0.7592418786021435
673,0.5456106455209712,0.09078345061727174,0.37829654427506937,0.7416162923053871
674,0.5024178026962732,0.11112479251107359,0.2637434068878485,0.738799528378477
675,0.573755025478019,0.10129480840078503,0.40572175050089004,0.7875948566716344
676,0.571549545823568,0.0974842947607695,0.40261426043177617,0.775191348838497
677,0.5662341537292068,0.09810682001193866,0.3979694448135345,0.7764417803188168
678,0.5671641554187326,0.09699765244636081,0.40512953197223545,0.7751093540048867
679,0.5618993585749235,0.09494234074316853,0.39982371819582746,0.768709675886448
680,0.5620692267037352,0.09465411217068782,0.39699583973898983,0.7705723204152142
681,0.5615720529477557,0.09509840272653525,0.39437802218633267,0.7614924392678573
682,0.5584825088537512,0.09088912314072306,0.4002018815992271,0.755407629699966
683,0.5564114212418945,0.09309986339245178,0.3927604641800115,0.7550149348389206
684,0.5583860289697964,0.09325330470585151,0.39279735439272134,0.7634555799559608
685,0.5533540903339351,0.09161823175487477,0.3926323607274102,0.7494428165524916
686,0.5474576811402421,0.09055696510529491,0.38043706808346306,0.7441341738666465
687,0.5351749211914155,0.09039247843085385,0.369887524247284,0.7296022484935752
688,0.5129608319665013,0.08502620035812447,0.34045553567488457,0.6964474408530656
689,0.48423351117677726,0.08650528762897633,0.29767686839669244,0.6564328950800254
690,0.5020188581015358,0.0857522822072365,0.32463248722971416,0.6840295600943388
691,0.4882923298709133,0.08506091480609515,0.3075554975073703,0.6597404441933648
692,0.40110921485105133,0.11151246938203119,0.17681358844669104,0.5751432421336601
693,0.42644377402779693,0.09977220532073296,0.21612692343656298,0.589092632037171
694,0.451319272674415,0.09130406253306161,0.25324158320987905,0.6114130143264463
695,0.4841321645462207,0.08843688422167124,0.296168525654508,0.6595457729659062
696,0.4429120549213053,0.09725152755894338,0.2363426471307834,0.6149375795366884
697,0.44916650177061357,0.09355970893348951,0.24827812322045056,0.6149366982468489
698,0.44844235155800505,0.09337275482363257,0.24411497290259,0.6097711958310699
699,0.47438006358926205,0.09022199655485301,0.2759284695678915,0.6460534140676085
700,0.4906430962015243,0.08470394718777674,0.3105932219740741,0.6610241710854758
701,0.5095702313001087,0.08655040433613038,0.3218115418707893,0.6901383705876929
