grid_id,p_s2_only_mean,p_s2_only_sd,p_s2_only_ci_2_5,p_s2_only_ci_97_5
939,0.048432526755985854,0.03879712404157021,0.010244391225409374,0.15962880296934026
940,0.03763298302415824,0.025209399074597225,0.007243494954212524,0.09925327713496178
941,0.023553553963707563,0.016120105436681555,0.0011225088990936731,0.05405813015844338
942,0.03738735680959346,0.027257307872678608,0.006183848619271774,0.1045857606564323
943,0.035042553237233834,0.023914023273090917,0.005677803369760017,0.09232458373397266
944,0.0400800226384045,0.028415977433197803,0.005531950708748066,0.11570197439430935
945,0.0455559851286171,0.03304125689972855,0.010276217844705575,0.1324327646495979
946,0.04253383294739128,0.02856787174508922,0.0085701379093741,0.12122796187604577
947,0.04022221895835307,0.027770089549896498,0.007710767018848816,0.11797961995054762
948,0.04097390703647803,0.027269313710957716,0.009336181924269077,0.11181987714402325
949,0.042106502763952953,0.028750040517096398,0.008541100717666204,0.12325994048329882
950,0.03740555079010752,0.025340809216072447,0.006351662393935217,0.0980946352571815
951,0.04029462253060379,0.025202238224948822,0.007939795138152536,0.10729107350374022
952,0.04395797644598478,0.03126132519549655,0.00908344299160163,0.13767508316690516
953,0.04074585694903837,0.02806718188236295,0.00821014284287823,0.1150709931281435
954,0.04179309463324276,0.02933802965345727,0.008005513539665037,0.12103269237929175
955,0.04482496524008197,0.03443993048981048,0.009886059514708013,0.13898631630517208
956,0.052559903458594695,0.041586258106880256,0.0120896230254798,0.15468092615019904
957,0.056333412975985486,0.04685461155044163,0.01432007992112552,0.18152080792030348
958,0.055039422490851274,0.04633446356178392,0.01112315138828108,0.1803007888243736
959,0.042629832284366224,0.030206668476692303,0.008038384896962528,0.12300150775198246
960,0.03846984277303129,0.025241258648530638,0.006108584775501791,0.10178050658157303
961,0.04764531145776958,0.03627253468594651,0.009809477900358682,0.15226756145626252
962,0.05517787094083667,0.04625500245515948,0.013106483057050132,0.18592171525161352
963,0.05079410677171025,0.04139390744547706,0.010604770713854466,0.17867674717331533
964,0.0350345469737727,0.02500444320267101,0.004924710953798137,0.09088630105911831
965,0.04136904569181785,0.030954667711922942,0.006876974161754985,0.1403245636934195
966,0.03603401850978655,0.02377572966419135,0.005822315012266174,0.09780502500116489
967,0.028729397516055154,0.018639243495531855,0.0031222658756823777,0.06778917638536383
968,0.0632151496099562,0.06117373272262133,0.014229633800605376,0.25269945853946824
969,0.035260136541286256,0.023004130534400185,0.005696451729635055,0.09551228098252026
970,0.07156001760971772,0.06705701451861126,0.0173771664145078,0.26941914546675694
971,0.07518673715969315,0.07058826865513247,0.018947874972601416,0.2915030331315466
