path,filename,extension,size_mb,parent_folder,detected_sensor,detected_product_type,detected_date,detected_tile,detected_role,notes
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B01.jp2,MSK_QUALIT_B01.jp2,.jp2,0.0141,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B02.jp2,MSK_QUALIT_B02.jp2,.jp2,0.0542,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B03.jp2,MSK_QUALIT_B03.jp2,.jp2,0.0542,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B04.jp2,MSK_QUALIT_B04.jp2,.jp2,0.0542,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B05.jp2,MSK_QUALIT_B05.jp2,.jp2,0.0134,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B06.jp2,MSK_QUALIT_B06.jp2,.jp2,0.0134,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B07.jp2,MSK_QUALIT_B07.jp2,.jp2,0.0134,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B08.jp2,MSK_QUALIT_B08.jp2,.jp2,0.0542,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B09.jp2,MSK_QUALIT_B09.jp2,.jp2,0.0141,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B10.jp2,MSK_QUALIT_B10.jp2,.jp2,0.0141,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B11.jp2,MSK_QUALIT_B11.jp2,.jp2,0.0136,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B12.jp2,MSK_QUALIT_B12.jp2,.jp2,0.0135,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_QUALIT_B8A.jp2,MSK_QUALIT_B8A.jp2,.jp2,0.0134,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_SNWPRB_20m.jp2,MSK_SNWPRB_20m.jp2,.jp2,0.0234,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_SNWPRB_60m.jp2,MSK_SNWPRB_60m.jp2,.jp2,0.0128,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\SENSOR_QUALITY.xml,SENSOR_QUALITY.xml,.xml,0.0031,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\T37TCN_20220508T082611_PVI.jp2,T37TCN_20220508T082611_PVI.jp2,.jp2,0.1582,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\HTML\banner_1.png,banner_1.png,.png,0.0404,原始数据\Sentinel-2\战后1(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\HTML\banner_2.png,banner_2.png,.png,0.0559,原始数据\Sentinel-2\战后1(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\HTML\banner_3.png,banner_3.png,.png,0.0427,原始数据\Sentinel-2\战后1(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\HTML\star_bg.jpg,star_bg.jpg,.jpg,0.0018,原始数据\Sentinel-2\战后1(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\HTML\UserProduct_index.html,UserProduct_index.html,.html,0.008,原始数据\Sentinel-2\战后1(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\HTML\UserProduct_index.xsl,UserProduct_index.xsl,.xsl,0.0096,原始数据\Sentinel-2\战后1(2022.5)\HTML,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\rep_info\S2_PDI_Level-2A_Datastrip_Metadata.xsd,S2_PDI_Level-2A_Datastrip_Metadata.xsd,.xsd,0.0013,原始数据\Sentinel-2\战后1(2022.5)\rep_info,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\rep_info\S2_PDI_Level-2A_Tile_Metadata.xsd,S2_PDI_Level-2A_Tile_Metadata.xsd,.xsd,0.0009,原始数据\Sentinel-2\战后1(2022.5)\rep_info,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\rep_info\S2_User_Product_Level-2A_Metadata.xsd,S2_User_Product_Level-2A_Metadata.xsd,.xsd,0.001,原始数据\Sentinel-2\战后1(2022.5)\rep_info,Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后2(2022.5)\INSPIRE.xml,INSPIRE.xml,.xml,0.0178,原始数据\Sentinel-2\战后2(2022.5),Sentinel-2,L2A_metadata,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\manifest.safe,manifest.safe,.safe,0.0657,原始数据\Sentinel-2\战后2(2022.5),Sentinel-2,L2A_support,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\MTD_MSIL2A.xml,MTD_MSIL2A.xml,.xml,0.053,原始数据\Sentinel-2\战后2(2022.5),Sentinel-2,L2A_metadata,unknown,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\S2A_MSIL2A_20220508T082611_N0510_R021_T37TDN_20240619T023223-ql.jpg,S2A_MSIL2A_20220508T082611_N0510_R021_T37TDN_20240619T023223-ql.jpg,.jpg,0.0218,原始数据\Sentinel-2\战后2(2022.5),Sentinel-2,L2A_support,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\MTD_DS.xml,MTD_DS.xml,.xml,25.7545,原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\FORMAT_CORRECTNESS.xml,FORMAT_CORRECTNESS.xml,.xml,0.0039,原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\GENERAL_QUALITY.xml,GENERAL_QUALITY.xml,.xml,0.0056,原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\GEOMETRIC_QUALITY.xml,GEOMETRIC_QUALITY.xml,.xml,0.0079,原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\RADIOMETRIC_QUALITY.xml,RADIOMETRIC_QUALITY.xml,.xml,0.0069,原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\SENSOR_QUALITY.xml,SENSOR_QUALITY.xml,.xml,0.0043,原始数据\Sentinel-2\战后2(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\MTD_TL.xml,MTD_TL.xml,.xml,0.5971,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\AUX_DATA\AUX_CAMSRE,AUX_CAMSRE,(none),0.0028,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\AUX_DATA,Sentinel-2,L2A_support,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\AUX_DATA\AUX_ECMWFT,AUX_ECMWFT,(none),0.0015,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\AUX_DATA,Sentinel-2,L2A_support,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m\T37TDN_20220508T082611_AOT_10m.jp2,T37TDN_20220508T082611_AOT_10m.jp2,.jp2,0.2774,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_AOT,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m\T37TDN_20220508T082611_B02_10m.jp2,T37TDN_20220508T082611_B02_10m.jp2,.jp2,92.7399,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_B02,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m\T37TDN_20220508T082611_B03_10m.jp2,T37TDN_20220508T082611_B03_10m.jp2,.jp2,91.623,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_B03,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m\T37TDN_20220508T082611_B04_10m.jp2,T37TDN_20220508T082611_B04_10m.jp2,.jp2,93.6704,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_B04,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m\T37TDN_20220508T082611_B08_10m.jp2,T37TDN_20220508T082611_B08_10m.jp2,.jp2,110.8207,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_B08,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m\T37TDN_20220508T082611_TCI_10m.jp2,T37TDN_20220508T082611_TCI_10m.jp2,.jp2,125.1407,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_TCI,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m\T37TDN_20220508T082611_WVP_10m.jp2,T37TDN_20220508T082611_WVP_10m.jp2,.jp2,50.1455,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_WVP,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_AOT_20m.jp2,T37TDN_20220508T082611_AOT_20m.jp2,.jp2,0.293,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_AOT,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B01_20m.jp2,T37TDN_20220508T082611_B01_20m.jp2,.jp2,14.3316,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B01,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B02_20m.jp2,T37TDN_20220508T082611_B02_20m.jp2,.jp2,25.6101,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B02,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B03_20m.jp2,T37TDN_20220508T082611_B03_20m.jp2,.jp2,25.5978,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B03,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B04_20m.jp2,T37TDN_20220508T082611_B04_20m.jp2,.jp2,26.8219,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B04,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B05_20m.jp2,T37TDN_20220508T082611_B05_20m.jp2,.jp2,26.245,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B05,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B06_20m.jp2,T37TDN_20220508T082611_B06_20m.jp2,.jp2,29.4834,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B06,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B07_20m.jp2,T37TDN_20220508T082611_B07_20m.jp2,.jp2,29.5591,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B07,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B11_20m.jp2,T37TDN_20220508T082611_B11_20m.jp2,.jp2,25.7993,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B11,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B12_20m.jp2,T37TDN_20220508T082611_B12_20m.jp2,.jp2,26.4167,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B12,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_B8A_20m.jp2,T37TDN_20220508T082611_B8A_20m.jp2,.jp2,29.5445,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B8A,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_SCL_20m.jp2,T37TDN_20220508T082611_SCL_20m.jp2,.jp2,1.5844,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_SCL,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_TCI_20m.jp2,T37TDN_20220508T082611_TCI_20m.jp2,.jp2,30.6435,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_TCI,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m\T37TDN_20220508T082611_WVP_20m.jp2,T37TDN_20220508T082611_WVP_20m.jp2,.jp2,16.5845,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_WVP,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_AOT_60m.jp2,T37TDN_20220508T082611_AOT_60m.jp2,.jp2,0.1117,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_AOT,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B01_60m.jp2,T37TDN_20220508T082611_B01_60m.jp2,.jp2,3.1032,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B01,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B02_60m.jp2,T37TDN_20220508T082611_B02_60m.jp2,.jp2,3.471,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B02,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B03_60m.jp2,T37TDN_20220508T082611_B03_60m.jp2,.jp2,3.4889,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B03,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B04_60m.jp2,T37TDN_20220508T082611_B04_60m.jp2,.jp2,3.5919,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B04,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B05_60m.jp2,T37TDN_20220508T082611_B05_60m.jp2,.jp2,3.5938,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B05,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B06_60m.jp2,T37TDN_20220508T082611_B06_60m.jp2,.jp2,3.5776,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B06,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B07_60m.jp2,T37TDN_20220508T082611_B07_60m.jp2,.jp2,3.5681,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B07,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B09_60m.jp2,T37TDN_20220508T082611_B09_60m.jp2,.jp2,3.576,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B09,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B11_60m.jp2,T37TDN_20220508T082611_B11_60m.jp2,.jp2,3.5838,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B11,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B12_60m.jp2,T37TDN_20220508T082611_B12_60m.jp2,.jp2,3.5782,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B12,20220508,unknown,main_post_20220508_T37TDN,
原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m\T37TDN_20220508T082611_B8A_60m.jp2,T37TDN_20220508T082611_B8A_60m.jp2,.jp2,3.5677,原始数据\Sentinel-2\战后2(2022.5)\GRANULE\L2A_T37TDN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B8A,20220508,unknown,main_post_20220508_T37TDN,
