grid_id,resid_s2,resid_viirs,theta_mean
429,-0.14193554130304475,0.8931073719443127,-1.6898646134871758
430,-0.3268677950037109,0.8754201542037836,-1.688740988735003
431,-0.726492266687305,0.9660662850892209,-1.6888192143440997
432,-0.2440582962052713,0.9337807408167307,-1.687529924643898
433,-0.38907980461099845,0.9333836915122722,-1.6889709867474376
434,-0.24940094717141603,0.9446215907321203,-1.6884816468857768
435,-0.32429036578526516,0.9202431019887634,-1.6892289622404066
436,-0.17121001668465397,0.9561575527633751,-1.6878707649154157
437,-0.5631819437991763,0.9871716533511019,-1.6889694956602352
438,-0.11523874640298315,0.901082763269988,-1.6868308078847785
439,0.47849243005601316,0.7930539874656206,-1.6899072207362766
440,-15.013208222194963,0.7448800341210499,-1.7024945244968694
441,-1.9466983597577219,0.7281827672758479,-1.6897113118197822
442,-0.47856603475470116,0.8607262689711274,-1.6893846207722376
443,-0.08192142767986166,,-1.6963109923620434
444,-1.733305338109194,,-1.6969404950331068
445,-3.895903058857497,0.9880535200683582,-1.6912423372322203
446,-2.189096556887419,,-1.6979204911292667
447,-1.8165849823257627,,-1.6959917690170565
448,,0.3863632073410502,-1.6919968831785348
449,-2.2858922176556757,0.4349712742814522,-1.6926505127751412
450,-1.733719750037635,0.5857933657385641,-1.6914648889522719
451,-0.4132287241259629,0.6565059471631232,-1.690434001467695
452,-0.8585620294302267,0.7301659586008594,-1.6922061604946184
453,0.20906729873336882,0.7221289466549623,-1.6907025591538307
454,-0.04637482071137056,0.6202735345469073,-1.6919268194079602
455,-0.5120940494874153,0.5605480124813106,-1.6919977031498536
456,0.5537690185228015,0.3127357322620502,-1.6918742597613756
457,-0.255241411001601,0.3178448793686231,-1.6935076933469746
458,-0.3861180827174553,0.34051340431059646,-1.6952777502050285
459,-0.1115552574289671,0.2907990078193716,-1.6930429783503678
460,-0.45555249477067905,0.12031601308355555,-1.6939727616304678
461,-0.8341915764582666,-0.2539250799721914,-1.6972266434260423
462,2.5702456460311143,0.7453007555724165,-1.6877468457733127
463,2.7540220732677936,-0.6290787908504698,-1.6981384459849491
464,3.6246558705417926,-2.0261696634331035,-1.7080742619675329
465,1.9405815515584712,-1.3946173617952078,-1.7040410732846294
466,-0.08694886144488789,-0.8225947937862957,-1.6996916413568204
467,0.01573014534013506,-0.5372488519770898,-1.6993483943067098
468,0.6305251376775485,-0.6144925614863939,-1.7007601111279107
469,0.5853746616930007,-0.3331190438264413,-1.6980001303370427
470,-1.950107369788026,-0.2605590300291125,-1.6974681107979581
471,0.16973757515615606,0.045400279838197645,-1.6951543616686156
472,0.9587007378579102,0.509776722107548,-1.691976705399759
473,0.339660400397491,0.7057415528142184,-1.6898373298661682
474,-0.8900520875842819,0.8655483910801114,-1.6901346124303194
475,-0.7292135251671112,0.8998610470114057,-1.6903545123798958
476,0.27756605398804135,0.9151386193827535,-1.689386102499189
477,0.5348826720755246,0.9635844189468136,-1.6891756045540804
478,-0.040648621121645245,0.9316602179965982,-1.688353335897396
479,-0.1305107016951692,0.9442367257906145,-1.6903006762178845
480,-0.08442897802007332,0.9746736689125498,-1.687283478008156
481,0.11820017824816054,0.9756073927887405,-1.6888557371329274
482,0.48095110701007115,0.9575843039915288,-1.6868794027163487
483,0.03703241538685775,0.9669722462472197,-1.6886866212687093
484,0.08599072145601605,0.8580217603823189,-1.6903176015348624
485,,0.806423676030838,-1.6899186560924961
486,,,-1.6953742540650472
487,-0.7925896985167578,,-1.6969433081189216
488,0.03201853731796067,,-1.6962745868779576
489,-1.161436738308212,,-1.696196013819499
490,-1.340529750141478,,-1.6971266831830158
491,-1.1767751058381997,0.9021583813350852,-1.689686360204124
492,-0.3766222111603845,,-1.6959844302487108
493,-0.14954993366727498,0.8698835678797396,-1.6880765580727393
494,-0.46381173982084656,0.7829219466218734,-1.6897319112645628
495,-0.9330902820811016,0.7420213456720518,-1.6907057550304827
496,-1.861111408293004,0.7597476055610459,-1.693288738731742
497,-0.6512500294884402,0.8398698831503738,-1.6918080786733998
498,-0.002316601374056315,0.9292722443112191,-1.6896090093356255
499,-0.8430080937627289,0.8960207075966518,-1.6913230808289292
500,0.7692106082611452,0.4481448635698399,-1.6907584734173005
501,2.165433936966366,0.47906774738145885,-1.6892086373563504
502,1.855937836292898,0.23967065440595253,-1.6918215123529783
503,2.5580059132512742,0.21659954936937711,-1.6915842097374971
504,1.622879723391681,0.32714485886908967,-1.6911598134971055
505,-3.3760263588374864,-0.0686464108943879,-1.6985878663987841
506,-1.119902845973618,-0.07573360203220003,-1.697325464817199
507,1.9580010368997747,-0.3164972948504837,-1.6963676375434678
508,2.7707591243127068,-0.7268700578138094,-1.6983757190514046
509,2.722676758585018,-1.1668323036152128,-1.701782425165756
510,1.6884848544039983,-1.7324464373687545,-1.7063304584877526
511,0.23299294452792374,-0.5548690001349478,-1.6990738466797064
512,0.28208095749566864,-0.480164617775504,-1.6997601911280327
513,0.5732461361112224,-0.735661264077548,-1.6993827770214724
514,-0.44563037481916057,-0.6619062730611878,-1.6989730628948403
515,0.7634427708549394,-0.3938651835619101,-1.6990218356457987
516,2.7727141017189543,-0.20607624565049074,-1.695014543661687
517,3.442761515865809,0.006591920236521151,-1.6925735743938706
518,2.778787694248193,0.14893020866209203,-1.689711674760958
519,0.9568878552304696,0.8086128479988101,-1.6888812766622603
520,0.18720741243602124,0.890278288669874,-1.6910321498762966
521,-0.13050290790490937,0.9108282323031983,-1.6887672264735134
522,0.6964204692493534,0.9252513810255081,-1.6876962634204504
523,0.12538388634367204,0.9113325445019858,-1.6914535392562553
524,0.5440171726564111,0.9133074589813294,-1.6872439873074485
525,-0.2770568381506555,0.9373219965485462,-1.6877361741473664
526,0.5406211276385902,0.9868567174915732,-1.6864760027687569
527,-0.298649068281553,0.9764821238013792,-1.6885066962466153
528,0.373887974496129,0.9634144507606683,-1.6891924212123752
529,-0.026859292620970976,0.9150759249914825,-1.6890280314476331
530,0.17553496522728773,0.8303584499572122,-1.6884893176145475
531,1.1762190385436746,0.8093987258334042,-1.6890543903663848
532,0.5152184327417935,,-1.6929022604295125
533,-1.1358316951555643,,-1.6973177810237223
534,-0.28309060193311764,,-1.6952110638365294
