sensor,obs_mean,obs_std,pred_mean_mean,pred_mean_std,pred_std_mean,mean_error
S2 (logit),-3.406318909582798,2.6834932551792043,-3.4015562062677254,0.04258994123672879,2.6867712556433103,-0.0047627033150727804
VIIRS (logit),0.010176785499287935,0.9059710817014272,0.008938041212774545,0.015938394648619056,0.9070730783330719,0.0012387442865133894
